row_label_raw,row_label_full,Thuế giá trị gia tăng,Số đầu năm > 10.880.125.261,Số phải nộp trong năm > 523.239.087.402,Số đã nộp trong năm > (522.021.516.481),Số cuối năm > 12.097.696.182,numeric__Số đầu năm > 10.880.125.261,numeric__Số phải nộp trong năm > 523.239.087.402,numeric__Số đã nộp trong năm > (522.021.516.481),numeric__Số cuối năm > 12.097.696.182
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,41.320.131.626,346.887.119.179,(333.737.726.193),54.469.524.612,41320131626.0,346887119179.0,-333737726193.0,54469524612.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,3.039.970.083,55.988.866.032,(54.172.939.992),4.855.896.123,3039970083.0,55988866032.0,-54172939992.0,4855896123.0
Thuế đất,Thuế đất,Thuế đất,1.337.018.090,10.418.704.806,(11.750.489.246),5.233.650,1337018090.0,10418704806.0,-11750489246.0,5233650.0
"Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác",985.042.991,31.926.892.130,(27.404.990.161),5.506.944.960,985042991.0,31926892130.0,-27404990161.0,5506944960.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,57.562.288.051,968.460.669.549,(949.087.662.073),76.935.295.527,57562288051.0,968460669549.0,-949087662073.0,76935295527.0
