row_label_raw,row_label_full,Ông Nguyễn Văn Tuân > Ông Nguyễn Hoa Cương,Chủ tịch > Thành viên > Chủ tịch,Bổ nhiệm ngày 4 tháng 1 năm 2018 > Miễn nhiệm ngày 4 tháng 1 năm 2018 > Bổ nhiệm ngày 4 tháng 1 năm 2018 > Miễn nhiệm ngày 4 tháng 1 năm 2018,numeric__Chủ tịch > Thành viên > Chủ tịch,numeric__Bổ nhiệm ngày 4 tháng 1 năm 2018 > Miễn nhiệm ngày 4 tháng 1 năm 2018 > Bổ nhiệm ngày 4 tháng 1 năm 2018 > Miễn nhiệm ngày 4 tháng 1 năm 2018
Ông Nguyễn Trọng Tiểu,Ông Nguyễn Trọng Tiểu,Ông Nguyễn Trọng Tiểu,Thành viên,,,
Bà Nguyễn Thị Bích Ngoc,Bà Nguyễn Thị Bích Ngoc,Bà Nguyễn Thị Bích Ngoc,Thành viên,,,
Ông Võ Anh Linh,Ông Võ Anh Linh,Ông Võ Anh Linh,Thành viên,,,
