row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị ghi sổ,Số đầu năm > Giá gốc,Số đầu năm > Giá trị ghi sổ,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị ghi sổ,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị ghi sổ
Tiền gửi có kỳ hạn (*),Tiền gửi có kỳ hạn (*),Tiền gửi có kỳ hạn (*),14.058.158.333,14.058.158.333,600.000.000,600.000.000,14058158333.0,14058158333.0,600000000.0,600000000.0
Đầu tư trái phiếu (**),Đầu tư trái phiếu (**),Đầu tư trái phiếu (**),356.140.000.000,356.140.000.000,-,-,356140000000.0,356140000000.0,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,370.198.158.333,370.198.158.333,600.000.000,600.000.000,370198158333.0,370198158333.0,600000000.0,600000000.0
