row_label_raw,row_label_full,Phải trả người bán là các bên liên quan(Thuyết minh số 34),Số cuối nămVND > 295.808.597.146,Số đầu nămVND > 454.310.096.773,numeric__Số cuối nămVND > 295.808.597.146,numeric__Số đầu nămVND > 454.310.096.773
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,30.741.774.360,37.167.086.468,30741774360.0,37167086468.0
,,,326.550.371.506,491.477.183.241,326550371506.0,491477183241.0
