row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai > Từ năm thứ ba đến năm thứ năm > Sau năm năm,Số cuối nămVND > 269.932.736.913 > 269.932.736.915 > 354.492.675.074 > 42.367.565.031,Số đầu nămVND > 298.903.209.422 > 337.043.282.653 > 498.441.884.109 > 85.771.399.641,numeric__Số cuối nămVND > 269.932.736.913 > 269.932.736.915 > 354.492.675.074 > 42.367.565.031,numeric__Số đầu nămVND > 298.903.209.422 > 337.043.282.653 > 498.441.884.109 > 85.771.399.641
,,,936.725.713.933,1.220.159.775.825,936725713933.0,1220159775825.0
Trừ: Số phải trả trong vòng 12 tháng(được trình bày ở phần vay và nợ ngắn hạn),Trừ: Số phải trả trong vòng 12 tháng(được trình bày ở phần vay và nợ ngắn hạn),Trừ: Số phải trả trong vòng 12 tháng(được trình bày ở phần vay và nợ ngắn hạn),(269.932.736.913),(298.903.209.422),-269932736913.0,-298903209422.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,666.792.977.020,921.256.566.403,666792977020.0,921256566403.0
