row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,630.654.244.411,600.022.506.483,,1.0,630654244411.0,600022506483.0
2.,2.,2.,Điều chỉnh cho các khoản:,,,,,,,
,,,Khấu hao tài sản cố định,02,217.417.921.947,202.569.100.133,,2.0,217417921947.0,202569100133.0
,,,Các khoản dự phòng,03,42.319.277.327,44.298.272.297,,3.0,42319277327.0,44298272297.0
,,,Lỗ/(lãi) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,14.845.386.046,(7.466.442.107),,4.0,14845386046.0,-7466442107.0
,,,Lãi từ hoạt động đầu tư,05,(190.711.059.549),(223.603.281.725),,5.0,-190711059549.0,-223603281725.0
,,,Chi phí lãi vay,06,42.722.281.544,28.943.259.504,,6.0,42722281544.0,28943259504.0
,,,Các khoản điều chỉnh khác,07,23.589.985.690,23.763.023.188,,7.0,23589985690.0,23763023188.0
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,780.838.037.416,668.526.437.773,,8.0,780838037416.0,668526437773.0
,,,Giảm/(tăng) các khoản phải thu,09,423.286.494.087,(203.870.843.587),,9.0,423286494087.0,-203870843587.0
,,,Tăng hàng tồn kho,10,(18.016.219.753),(8.200.558.873),,10.0,-18016219753.0,-8200558873.0
,,,(Giảm)/tăng các khoản phải trả,11,(245.407.092.037),126.018.929.732,,11.0,-245407092037.0,126018929732.0
,,,Tăng chi phí trả trước,12,(2.667.823.881),(23.919.159.833),,12.0,-2667823881.0,-23919159833.0
,,,Tiền lãi vay đã trả,14,(42.094.289.325),(32.910.561.313),,14.0,-42094289325.0,-32910561313.0
,,,Thuế thu nhập doanh nghiệp đã nộp,15,(125.727.270.830),(110.407.178.348),,15.0,-125727270830.0,-110407178348.0
,,,Tiền chi khác cho hoạt động kinh doanh,17,(25.179.052.378),(24.257.182.299),,17.0,-25179052378.0,-24257182299.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,745.032.783.298,390.979.883.252,,20.0,745032783298.0,390979883252.0
II.,II.,II.,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,
1.,II. > 1.,1.,"Tiền chi mua sắm, xây dựng tài sản cố định",21,(15.278.349.033),(466.005.847.964),,21.0,-15278349033.0,-466005847964.0
2.,II. > 2.,2.,"Tiền thu thanh lý, nhượng bán tài sản cố định",22,277.181.818,-,,22.0,277181818.0,
3.,II. > 3.,3.,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác",23,(3.032.300.000.000),(2.429.300.000.000),,23.0,-3032300000000.0,-2429300000000.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,2.754.300.000.000,2.454.300.000.000,,24.0,2754300000000.0,2454300000000.0
5.,II. > 5.,5.,Tiền chi đầu tư góp vốn vào đơn vị khác,25,(3.802.709.850),(319.072.670.000),,25.0,-3802709850.0,-319072670000.0
6.,II. > 6.,6.,Thu lãi tiền gửi và cố tức được chia,27,182.709.545.830,240.137.281.681,,27.0,182709545830.0,240137281681.0
,,,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(114.094.331.235),(519.941.236.283),,30.0,-114094331235.0,-519941236283.0
