row_label_raw,row_label_full,col_0,Chi phísửa chữa lớntài sản cố địnhVND,Dự phòng khácVND,TổngVND,numeric__Chi phísửa chữa lớntài sản cố địnhVND,numeric__Dự phòng khácVND,numeric__TổngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,162.545.927.000,2.583.127.809,165.129.054.809,162545927000.0,2583127809.0,165129054809.0
Trích lập dự phòng,Trích lập dự phòng,Trích lập dự phòng,106.127.226.677,-,106.127.226.677,106127226677.0,,106127226677.0
Hoàn nhập dự phòng,Hoàn nhập dự phòng,Hoàn nhập dự phòng,(24.995.593.322),-,(24.995.593.322),-24995593322.0,,-24995593322.0
Các khoản dự phòng đã sử dụng,Các khoản dự phòng đã sử dụng,Các khoản dự phòng đã sử dụng,(82.062.290.325),-,(82.062.290.325),-82062290325.0,,-82062290325.0
Phân loại lại,Phân loại lại,Phân loại lại,-,(2.583.127.809),(2.583.127.809),,-2583127809.0,-2583127809.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,161.615.270.030,-,161.615.270.030,161615270030.0,,161615270030.0
