row_label_raw,row_label_full,Tên,Số cuối năm,Số cuối năm_1,Số cuối năm_2,Số đầu năm,Số đầu năm_1,Số đầu năm_2,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số cuối năm_2,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số đầu năm_2
Tên,Tên,Tên,Giá gốc,Dự phòng,Tỷ lệ phần vốn (%),Giá gốc,Dự phòng,Tỷ lệ phần vốn (%),,,,,,
Đầu tư dài hạn khác,Tên > Đầu tư dài hạn khác,Đầu tư dài hạn khác,83.610.010.000,15.096.952.332,,82.610.010.000,-,,83610010000.0,15096952332.0,,82610010000.0,,
- Công ty Cổ phần Thương mại quốc tế (ITC),Tên > - Công ty Cổ phần Thương mại quốc tế (ITC),- Công ty Cổ phần Thương mại quốc tế (ITC),904.720.000,904.720.000,"10,00%",904.720.000,-,"10,00%",904720000.0,904720000.0,0.1,904720000.0,,0.1
- Công ty Cổ phần Kim Hoàn Sài Gòn (SJC),Tên > - Công ty Cổ phần Kim Hoàn Sài Gòn (SJC),- Công ty Cổ phần Kim Hoàn Sài Gòn (SJC),672.000.000,-,"8,00%",672.000.000,-,"8,00%",672000000.0,,0.08,672000000.0,,0.08
- Công ty Cổ phần Thanh toán Quốc gia Việt Nam (Napas),Tên > - Công ty Cổ phần Thanh toán Quốc gia Việt Nam (Napas),- Công ty Cổ phần Thanh toán Quốc gia Việt Nam (Napas),2.000.000.000,-,"0,83%",2.000.000.000,-,"0,83%",2000000000.0,,0.0083,2000000000.0,,0.0083
- Công ty Cổ phần Nước khoáng Vĩnh Hảo,Tên > - Công ty Cổ phần Nước khoáng Vĩnh Hảo,- Công ty Cổ phần Nước khoáng Vĩnh Hảo,15.565.380.000,-,"4,23%",15.565.380.000,-,"4,23%",15565380000.0,,0.042300000000000004,15565380000.0,,0.042300000000000004
- Công ty Cổ phần Kỹ thuật Công nghệ Sài Gòn (Techgel),Tên > - Công ty Cổ phần Kỹ thuật Công nghệ Sài Gòn (Techgel),- Công ty Cổ phần Kỹ thuật Công nghệ Sài Gòn (Techgel),8.867.910.000,5.723.740.050,"5,30%",8.867.910.000,-,"5,30%",8867910000.0,5723740050.0,0.053,8867910000.0,,0.053
- Công ty Cổ phần Bảo Hiểm Hùng Vương,Tên > - Công ty Cổ phần Bảo Hiểm Hùng Vương,- Công ty Cổ phần Bảo Hiểm Hùng Vương,54.600.000.000,8.020.492.282,"11,00%",54.600.000.000,,"11,00%",54600000000.0,8020492282.0,0.11,54600000000.0,,0.11
- CTCP Thực phẩm Công Nghệ Sài Gòn (infoodco),Tên > - CTCP Thực phẩm Công Nghệ Sài Gòn (infoodco),- CTCP Thực phẩm Công Nghệ Sài Gòn (infoodco),1.000.000.000,448.000.000,"0,089%",-,-,"0,00%",1000000000.0,448000000.0,0.00089,,,0.0
Tổng cộng,Tên > Tổng cộng,Tổng cộng,83.610.010.000,15.096.952.332,,82.610.010.000,-,,83610010000.0,15096952332.0,,82610010000.0,,
