row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,84.786.004.687,38.643.047.354,84786004687.0,38643047354.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,626.990.119.874,659.420.204.796,626990119874.0,659420204796.0
Lãi tiền gửi phải trả định kỳ,Lãi tiền gửi phải trả định kỳ,Lãi tiền gửi phải trả định kỳ,78.537.342.631,6.444.378.387,78537342631.0,6444378387.0
Phải trả chờ xử lý liên quan đến sự vụ tại Phòng giao dịch Đông Đô (i),Phải trả chờ xử lý liên quan đến sự vụ tại Phòng giao dịch Đông Đô (i),Phải trả chờ xử lý liên quan đến sự vụ tại Phòng giao dịch Đông Đô (i),15.436.993.203,250.136.227.651,15436993203.0,250136227651.0
Phải trả về giao dịch chuyển tiền qua ATM,Phải trả về giao dịch chuyển tiền qua ATM,Phải trả về giao dịch chuyển tiền qua ATM,338.442.869.010,254.296.324.501,338442869010.0,254296324501.0
Thuế và các khoản phải trả NSNN,Thuế và các khoản phải trả NSNN,Thuế và các khoản phải trả NSNN,167.905.804.887,88.993.949.679,167905804887.0,88993949679.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,26.667.110.143,59.549.324.578,26667110143.0,59549324578.0
Lãi và phí phải trả,Lãi và phí phải trả,Lãi và phí phải trả,1.395.697.594.116,1.617.346.167.552,1395697594116.0,1617346167552.0
"Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",39.150.352.073,22.172.953.055,39150352073.0,22172953055.0
Tổng cộng,Tổng cộng,Tổng cộng,2.146.624.070.750,2.337.582.372.757,2146624070750.0,2337582372757.0
