row_label_raw,row_label_full,Họ và tên,Chức vụ,numeric__Chức vụ
Bà Nguyễn Kim Phượng,Bà Nguyễn Kim Phượng,Bà Nguyễn Kim Phượng,Trưởng ban,
Ông Nguyễn Văn Thành,Ông Nguyễn Văn Thành,Ông Nguyễn Văn Thành,Thành viên,
Ông Trần Ngọc Hải,Ông Trần Ngọc Hải,Ông Trần Ngọc Hải,Thành viên,
