row_label_raw,row_label_full,Tai ngày cuối năm,Tổng giá trị của Hợp đồng (theo tỷ giá ngày hiệu lực HĐ),Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày lập báo cáo) > Tài sản > 209.178.492.000,Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày lập báo cáo) > Công nợ > (7.453.000.000),numeric__Tổng giá trị của Hợp đồng (theo tỷ giá ngày hiệu lực HĐ),numeric__Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày lập báo cáo) > Tài sản > 209.178.492.000,numeric__Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày lập báo cáo) > Công nợ > (7.453.000.000)
+ Công cụ tài chính phải sinh tiền tệ,+ Công cụ tài chính phải sinh tiền tệ,+ Công cụ tài chính phải sinh tiền tệ,16.006.019.370.000,209.178.492.000,(7.453.000.000),16006019370000.0,209178492000.0,-7453000000.0
- Giao dịch kỳ hạn tiền tệ,- Giao dịch kỳ hạn tiền tệ,- Giao dịch kỳ hạn tiền tệ,769.950.000.000,,(7.453.000.000),769950000000.0,,-7453000000.0
- Giao dịch hoán đổi tiền tệ,- Giao dịch hoán đổi tiền tệ,- Giao dịch hoán đổi tiền tệ,15.236.069.370.000,209.178.492.000,,15236069370000.0,209178492000.0,
Tai ngày đầu năm,Tai ngày đầu năm,Tai ngày đầu năm,,-,8.625.190.000,,,8625190000.0
+ Công cụ tài chính phải sinh tiền tệ,+ Công cụ tài chính phải sinh tiền tệ,+ Công cụ tài chính phải sinh tiền tệ,1.646.674.390.000,-,8.625.190.000,1646674390000.0,,8625190000.0
- Giao dịch kỳ hạn tiền tệ,- Giao dịch kỳ hạn tiền tệ,- Giao dịch kỳ hạn tiền tệ,-,-,-,,,
- Giao dịch hoán đổi tiền tệ,- Giao dịch kỳ hạn tiền tệ > - Giao dịch hoán đổi tiền tệ,- Giao dịch hoán đổi tiền tệ,1.646.674.390.000,-,8.625.190.000,1646674390000.0,,8625190000.0
