row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
Thu phí dịch vụ,Thu phí dịch vụ,Thu phí dịch vụ,192.019.734.006,163.203.616.672,192019734006.0,163203616672.0
Dịch vụ thanh toán,Dịch vụ thanh toán,Dịch vụ thanh toán,147.251.267.437,109.998.580.114,147251267437.0,109998580114.0
Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,502.977.892,728.151.920,502977892.0,728151920.0
Dịch vụ ủy thác và đại lý,Dịch vụ ủy thác và đại lý,Dịch vụ ủy thác và đại lý,12.721.989.161,12.727.572.289,12721989161.0,12727572289.0
Các dịch vụ khác,Các dịch vụ khác,Các dịch vụ khác,31.543.499.516,39.749.312.349,31543499516.0,39749312349.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,28.421.764.492,34.574.361.048,28421764492.0,34574361048.0
Dịch vụ thanh toán,Dịch vụ thanh toán,Dịch vụ thanh toán,11.545.467.687,16.510.930.958,11545467687.0,16510930958.0
Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,213.485.906,323.350.020,213485906.0,323350020.0
Các dịch vụ khác,Các dịch vụ khác,Các dịch vụ khác,16.662.810.899,17.740.080.070,16662810899.0,17740080070.0
Lãi/(lỗ) thuần từ hoạt động dịch vụ,Lãi/(lỗ) thuần từ hoạt động dịch vụ,Lãi/(lỗ) thuần từ hoạt động dịch vụ,163.597.969.514,128.629.255.624,163597969514.0,128629255624.0
