row_label_raw,row_label_full,Chỉ tiêu,Quá hạn,Không chịu lãi,Dưới 1 tháng,Từ 1 đến 3 tháng,Từ trên 3 đến 6 tháng,Từ trên 6 - 12 tháng,Từ trên 1 đến 5 năm,Trên 5 năm,Tổng,numeric__Quá hạn,numeric__Không chịu lãi,numeric__Dưới 1 tháng,numeric__Từ 1 đến 3 tháng,numeric__Từ trên 3 đến 6 tháng,numeric__Từ trên 6 - 12 tháng,numeric__Từ trên 1 đến 5 năm,numeric__Trên 5 năm,numeric__Tổng
"I.Tiền mặt, vàng bạc, đá quý","I.Tiền mặt, vàng bạc, đá quý","I.Tiền mặt, vàng bạc, đá quý",-,330.714,-,-,-,-,-,-,330.714,,330714.0,,,,,,,330714.0
II.Tiền gửi tại Ngân hàng Nhà nước,II.Tiền gửi tại Ngân hàng Nhà nước,II.Tiền gửi tại Ngân hàng Nhà nước,-,-,1.130.892,-,-,-,-,-,1.130.892,,,1130892.0,,,,,,1130892.0
"III.Tiền, vàng gửi tại và cho vay các TCTD khác (*)","III.Tiền, vàng gửi tại và cho vay các TCTD khác (*)","III.Tiền, vàng gửi tại và cho vay các TCTD khác (*)",-,-,18.927.707,700.000,1.400.000,1.300.000,-,-,22.327.707,,,18927707.0,700000.0,1400000.0,1300000.0,,,22327707.0
IV.Chứng khoán kinh doanh (*),IV.Chứng khoán kinh doanh (*),IV.Chứng khoán kinh doanh (*),-,-,-,-,-,-,-,-,-,,,,,,,,,
V.Các công cụ tài chính phải sinh và các tài sản tài chính khác (*),IV.Chứng khoán kinh doanh (*) > V.Các công cụ tài chính phải sinh và các tài sản tài chính khác (*),V.Các công cụ tài chính phải sinh và các tài sản tài chính khác (*),-,201.725,-,-,-,-,-,-,201.725,,201725.0,,,,,,,201725.0
VI.Cho vay khách hàng (*),IV.Chứng khoán kinh doanh (*) > VI.Cho vay khách hàng (*),VI.Cho vay khách hàng (*),1.180.051,-,5.042.717,20.488.767,1.166.650,42.972.519,7.292.563,10.598.249,88.741.516,1180051.0,,5042717.0,20488767.0,1166650.0,42972519.0,7292563.0,10598249.0,88741516.0
VII.Chứng khoán đầu tư (*),IV.Chứng khoán kinh doanh (*) > VII.Chứng khoán đầu tư (*),VII.Chứng khoán đầu tư (*),-,35.655,-,-,1.900.000,10.958.233,-,6.299.944,19.193.831,,35655.0,,,1900000.0,10958233.0,,6299944.0,19193831.0
"VIII.Góp vốn, đầu tư dài hạn (*)","IV.Chứng khoán kinh doanh (*) > VIII.Góp vốn, đầu tư dài hạn (*)","VIII.Góp vốn, đầu tư dài hạn (*)",-,83.610,-,-,-,-,-,-,83.610,,83610.0,,,,,,,83610.0
IX.Tài sản cố định và Bất động sản đầu tư,IV.Chứng khoán kinh doanh (*) > IX.Tài sản cố định và Bất động sản đầu tư,IX.Tài sản cố định và Bất động sản đầu tư,-,476.767,-,-,-,-,-,-,476.767,,476767.0,,,,,,,476767.0
X.Tài sản Có khác (*),IV.Chứng khoán kinh doanh (*) > X.Tài sản Có khác (*),X.Tài sản Có khác (*),-,9.337.025,-,-,-,-,-,-,9.337.025,,9337025.0,,,,,,,9337025.0
Tổng Tài sản Nợ phải trả,IV.Chứng khoán kinh doanh (*) > Tổng Tài sản Nợ phải trả,Tổng Tài sản Nợ phải trả,1.180.051,10.465.495,25.101.316,21.188.767,4.466.650,55.230.752,7.292.563,16.898.193,141.823.787,1180051.0,10465495.0,25101316.0,21188767.0,4466650.0,55230752.0,7292563.0,16898193.0,141823787.0
I. Các khoản nợ Ngân hàng Nhà nước Việt Nam,IV.Chứng khoán kinh doanh (*) > I. Các khoản nợ Ngân hàng Nhà nước Việt Nam,I. Các khoản nợ Ngân hàng Nhà nước Việt Nam,-,-,4.735.943,-,-,-,-,-,4.735.943,,,4735943.0,,,,,,4735943.0
II.Tiền gửi của và vay từ NHNN và các TCTD khác,IV.Chứng khoán kinh doanh (*) > II.Tiền gửi của và vay từ NHNN và các TCTD khác,II.Tiền gửi của và vay từ NHNN và các TCTD khác,-,-,18.994.454,-,394.395,-,-,-,19.388.849,,,18994454.0,,394395.0,,,,19388849.0
III.Tiền gửi của khách hàng,IV.Chứng khoán kinh doanh (*) > III.Tiền gửi của khách hàng,III.Tiền gửi của khách hàng,-,-,6.198.052,1.910.967,994.451,59.454.633,29.944.319,577.517,99.079.938,,,6198052.0,1910967.0,994451.0,59454633.0,29944319.0,577517.0,99079938.0
IV.Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,IV.Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,IV.Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,-,-,-,-,-,-,-,-,,,,,,,,,
"V.Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","IV.Các công cụ tài chính phải sinh và các khoản nợ tài chính khác > V.Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","V.Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,-,-,3.029,-,-,17.291,20.320,,,,,3029.0,,,17291.0,20320.0
VI.Phát hành giấy tờ có giá,IV.Các công cụ tài chính phải sinh và các khoản nợ tài chính khác > VI.Phát hành giấy tờ có giá,VI.Phát hành giấy tờ có giá,-,-,-,-,-,3.500.000,-,1.458.831,4.958.831,,,,,,3500000.0,,1458831.0,4958831.0
VII.Các khoản nợ khác,IV.Các công cụ tài chính phải sinh và các khoản nợ tài chính khác > VII.Các khoản nợ khác,VII.Các khoản nợ khác,-,2.146.624,-,-,-,-,-,-,2.146.624,,2146624.0,,,,,,,2146624.0
Tổng Nợ phải trả,IV.Các công cụ tài chính phải sinh và các khoản nợ tài chính khác > Tổng Nợ phải trả,Tổng Nợ phải trả,-,2.146.624,29.928.449,1.910.967,1.391.875,62.954.633,29.944.319,2.053.639,130.330.506,,2146624.0,29928449.0,1910967.0,1391875.0,62954633.0,29944319.0,2053639.0,130330506.0
Mức chênh lệch nhạy cảm với lãi suất nội bảng,IV.Các công cụ tài chính phải sinh và các khoản nợ tài chính khác > Mức chênh lệch nhạy cảm với lãi suất nội bảng,Mức chênh lệch nhạy cảm với lãi suất nội bảng,1.180.051,8.318.872,(4.827.133),19.277.800,3.074.776,(7.723.881),(22.651.756),14.844.553,11.493.282,1180051.0,8318872.0,-4827133.0,19277800.0,3074776.0,-7723881.0,-22651756.0,14844553.0,11493282.0
Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),-,-,-,-,-,-,-,-,-,,,,,,,,,
"Mức chênh lệch nhạy cảm với lãi suất nội, ngoại bảng","Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng) > Mức chênh lệch nhạy cảm với lãi suất nội, ngoại bảng","Mức chênh lệch nhạy cảm với lãi suất nội, ngoại bảng",1.180.051,8.318.872,(4.827.133),19.277.800,3.074.776,(7.723.881),(22.651.756),14.844.553,11.493.282,1180051.0,8318872.0,-4827133.0,19277800.0,3074776.0,-7723881.0,-22651756.0,14844553.0,11493282.0
