row_label_raw,row_label_full,col_0,Giá trị đến31/12/2025,Giá trị đến01/01/2025,numeric__Giá trị đến31/12/2025,numeric__Giá trị đến01/01/2025
Bất động sản,Bất động sản,Bất động sản,172.440.671.038.524,180.934.439.190.988,172440671038524.0,180934439190988.0
Động sản,Động sản,Động sản,318.075.688.575,381.874.822.409,318075688575.0,381874822409.0
Chứng từ có giá,Chứng từ có giá,Chứng từ có giá,11.431.670.616.896,9.777.602.996.376,11431670616896.0,9777602996376.0
Tài sản khác,Tài sản khác,Tài sản khác,15.217.345.486.928,12.981.812.204.966,15217345486928.0,12981812204966.0
Tổng,Tổng,Tổng,199.407.762.830.923,204.075.729.214.739,199407762830923.0,204075729214739.0
