row_label_raw,row_label_full,STT,Chỉ tiêu,Năm 2018,Năm 2019,Tăng/giảm (+/-) năm 2019 so với năm 2018 > Số dư,Tăng/giảm (+/-) năm 2019 so với năm 2018 > Tỷ lệ (%),numeric__Chỉ tiêu,numeric__Năm 2018,numeric__Năm 2019,numeric__Tăng/giảm (+/-) năm 2019 so với năm 2018 > Số dư,numeric__Tăng/giảm (+/-) năm 2019 so với năm 2018 > Tỷ lệ (%)
II,II,II,Tổng chi phí,966.080,1.116.888,150.808,"15,61",,966080.0,1116888.0,150808.0,15.61
1,1,1,Chi phí hoạt động,928.436,1.041.601,113.165,"12,19",,928436.0,1041601.0,113165.0,12.19
2,2,2,Chi phí dự phòng rủi ro tín dụng,37.644,75.287,37.643,"100,00",,37644.0,75287.0,37643.0,100.0
III,III,III,Tổng lợi nhuận trước thuế,290.082,85.921,(204.161),"(70,38)",,290082.0,85921.0,-204161.0,-70.38
IV,IV,IV,Chi phí thuế TNDN,58.193,18.247,(39.946),"(68,64)",,58193.0,18247.0,-39946.0,-68.64
V,V,V,Lợi nhuận sau thuế,231.889,67.674,(164.215),"(70,82)",,231889.0,67674.0,-164215.0,-70.82
