row_label_raw,row_label_full,Thuế và các khoản phải nộp cho Nhà nước (xem thuyết minh số VIII.2),Số cuối năm > 5.485,Số đầu năm > 25.773,numeric__Số cuối năm > 5.485,numeric__Số đầu năm > 25.773
"Phải trả cho cán bộ, công nhân viên","Phải trả cho cán bộ, công nhân viên","Phải trả cho cán bộ, công nhân viên",11,4,11.0,4.0
Các khoản chờ thanh toán khác,Các khoản chờ thanh toán khác,Các khoản chờ thanh toán khác,177.744,204.623,177744.0,204623.0
Quỹ-khen thưởng và phúc lợi (i),Quỹ-khen thưởng và phúc lợi (i),Quỹ-khen thưởng và phúc lợi (i),12.037,2.113,12037.0,2113.0
Chuyển tiền phải trả,Chuyển tiền phải trả,Chuyển tiền phải trả,2.878,3.397,2878.0,3397.0
Tiền giữ hộ và đội thanh toán,Tiền giữ hộ và đội thanh toán,Tiền giữ hộ và đội thanh toán,14.594,14.675,14594.0,14675.0
Phải trả khác,Phải trả khác,Phải trả khác,7.845,5.937,7845.0,5937.0
Cộng,Cộng,Cộng,220.594,256.522,220594.0,256522.0
