row_label_raw,row_label_full,col_0,Tại ngày1.1.2020VND,GiảmVND,Nợ dài hạnđến hạn trảVND,Tại ngày31.12.2020VND,numeric__Tại ngày1.1.2020VND,numeric__GiảmVND,numeric__Nợ dài hạnđến hạn trảVND,numeric__Tại ngày31.12.2020VND
Vay ngân hàng (*),Vay ngân hàng (*),Vay ngân hàng (*),601.948.127.416,(350.000.000),(169.200.000.000),432.398.127.416,601948127416.0,-350000000.0,-169200000000.0,432398127416.0
Nợ thuê tài chính (Thuyết minh 16(c)),Nợ thuê tài chính (Thuyết minh 16(c)),Nợ thuê tài chính (Thuyết minh 16(c)),46.713.324.647,-,(21.559.995.996),25.153.328.651,46713324647.0,,-21559995996.0,25153328651.0
,,,648.661.452.063,(350.000.000),(190.759.995.996),457.551.456.067,648661452063.0,-350000000.0,-190759995996.0,457551456067.0
