row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày 31 tháng 12 năm > 2020 VND,Tại ngày 31 tháng 12 năm > 2019 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2020 VND,numeric__Tại ngày 31 tháng 12 năm > 2019 VND
200,200,200,TÀI SẢN DÀI HẠN,,3.165.828.631.578,3.522.139.504.503,,,3165828631578.0,3522139504503.0
210,210,210,Các khoản phải thu dài hạn,,3.470.966.092,3.453.843.850,,,3470966092.0,3453843850.0
216,216,216,Phải thu dài hạn khác,7(b),3.470.966.092,3.453.843.850,,,3470966092.0,3453843850.0
220,220,220,Tài sản cố định,,2.933.178.122.181,3.271.960.989.617,,,2933178122181.0,3271960989617.0
221,221,221,Tài sản cố định hữu hình,10(a),2.585.198.332.882,2.916.307.760.418,,,2585198332882.0,2916307760418.0
222,222,222,Nguyên giá,,4.449.803.304.837,4.437.069.211.154,,,4449803304837.0,4437069211154.0
223,223,223,Giá trị khấu hao lũy kế,,(1.864.604.971.955),(1.520.761.450.736),,,-1864604971955.0,-1520761450736.0
224,224,224,Tài sản cố định thuê tài chính,10(b),150.636.097.026,161.933.804.303,,,150636097026.0,161933804303.0
225,225,225,Nguyên giá,,169.433.832.365,169.433.832.365,,,169433832365.0,169433832365.0
226,226,226,Giá trị khấu hao lũy kế,,(18.797.735.339),(7.500.028.062),,,-18797735339.0,-7500028062.0
227,227,227,Tài sản cố định vô hình,10(c),197.343.692.273,193.719.424.896,,,197343692273.0,193719424896.0
228,228,228,Nguyên giá,,223.116.045.808,213.345.869.808,,,223116045808.0,213345869808.0
229,229,229,Giá trị khấu hao lũy kế,,(25.772.353.535),(19.626.444.912),,,-25772353535.0,-19626444912.0
240,240,240,Tài sản dở dang dài hạn,,47.526.310.210,49.070.606.991,,,47526310210.0,49070606991.0
242,242,242,Chi phí xây dựng cơ bản dở dang,11,47.526.310.210,49.070.606.991,,11.0,47526310210.0,49070606991.0
250,250,250,Đầu tư tài chính dài hạn,,123.030.000.000,127.370.000.000,,,123030000000.0,127370000000.0
251,251,251,Đầu tư vào công ty con,4(c),99.850.000.000,79.000.000.000,,,99850000000.0,79000000000.0
255,255,255,Đầu tư nắm giữ đến ngày đáo hạn,4(b),23.180.000.000,48.370.000.000,,,23180000000.0,48370000000.0
260,260,260,Tài sản dài hạn khác,,58.623.233.095,70.284.064.045,,,58623233095.0,70284064045.0
261,261,261,Chi phí trả trước dài hạn,9(b),58.623.233.095,70.284.064.045,,,58623233095.0,70284064045.0
270,270,270,TỔNG TÀI SẢN,,7.650.126.223.848,7.976.628.746.549,,,7650126223848.0,7976628746549.0
