row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022triệu đồng,Ngày 31 tháng 12năm 2021triệu đồng,numeric__Ngày 31 tháng 12năm 2022triệu đồng,numeric__Ngày 31 tháng 12năm 2021triệu đồng
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,34.736.911,32.268.015,34736911.0,32268015.0
Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,28.473.485,28.478.627,28473485.0,28478627.0
Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,6.263.426,3.789.388,6263426.0,3789388.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,80.624.545,60.706.417,80624545.0,60706417.0
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,78.135.273,56.800.086,78135273.0,56800086.0
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,2.489.272,3.906.331,2489272.0,3906331.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,171.944,111.570,171944.0,111570.0
Tiền gửi vốn chuyên dùng bằng VND,Tiền gửi vốn chuyên dùng bằng VND,Tiền gửi vốn chuyên dùng bằng VND,162.110,107.973,162110.0,107973.0
Tiền gửi vốn chuyên dùng bằng ngoại tệ,Tiền gửi vốn chuyên dùng bằng ngoại tệ,Tiền gửi vốn chuyên dùng bằng ngoại tệ,9.834,3.597,9834.0,3597.0
Tiền gửi ký quỹ,Tiền gửi ký quỹ,Tiền gửi ký quỹ,1.586.379,1.526.910,1586379.0,1526910.0
Tiền gửi ký quỹ bằng VND,Tiền gửi ký quỹ bằng VND,Tiền gửi ký quỹ bằng VND,1.539.236,1.459.093,1539236.0,1459093.0
Tiền gửi ký quỹ bằng ngoại tệ,Tiền gửi ký quỹ bằng ngoại tệ,Tiền gửi ký quỹ bằng ngoại tệ,47.143,67.817,47143.0,67817.0
,,,117.119.779,94.612.912,117119779.0,94612912.0
