row_label_raw,row_label_full,col_0,Ngày 31 tháng 2022,Ngày 31 tháng 2022_1,Ngày 31 tháng 2021,Ngày 31 tháng 2021_1,numeric__Ngày 31 tháng 2022,numeric__Ngày 31 tháng 2022_1,numeric__Ngày 31 tháng 2021,numeric__Ngày 31 tháng 2021_1
,,,triệu đồng,%,triệu đồng,%,,,,
Tiền gửi của tổ chức kinh tế,Tiền gửi của tổ chức kinh tế,Tiền gửi của tổ chức kinh tế,57.174.663,"48,82",47.822.424,"50,55",57174663.0,48.82,47822424.0,50.55
Tiền gửi của cá nhân,Tiền gửi của cá nhân,Tiền gửi của cá nhân,59.945.116,"51,18",46.790.488,"49,45",59945116.0,51.18,46790488.0,49.45
,,,117.119.779,"100,00",94.612.912,"100,00",117119779.0,100.0,94612912.0,100.0
