row_label_raw,row_label_full,col_0,Tổng dư nợ cho vay (cho vay khách hàng và các TCTD khác) triệu đồng,"Tổng tiền gửi huy động (tiền gửi của khách hàng, tiến gửi và vay các TCTD khác) triệu đồng",Các cam kết tin dụng triệu đồng,Công cụ tài chính phải sinh (Tổng giá trị hợp đồng) triệu đồng,Kinh doanh và đầu tư chứng khoán triệu đồng,numeric__Tổng dư nợ cho vay (cho vay khách hàng và các TCTD khác) triệu đồng,"numeric__Tổng tiền gửi huy động (tiền gửi của khách hàng, tiến gửi và vay các TCTD khác) triệu đồng",numeric__Các cam kết tin dụng triệu đồng,numeric__Công cụ tài chính phải sinh (Tổng giá trị hợp đồng) triệu đồng,numeric__Kinh doanh và đầu tư chứng khoán triệu đồng
Trong nước,Trong nước,Trong nước,128.590.706,157.027.583,29.619.847,149.544.877,31.593.374,128590706.0,157027583.0,29619847.0,149544877.0,31593374.0
Nước ngoài,Nước ngoài,Nước ngoài,-,10.390.815,-,-,-,,10390815.0,,,
Tổng,Tổng,Tổng,128.590.706,167.418.398,29.619.847,149.544.877,31.593.374,128590706.0,167418398.0,29619847.0,149544877.0,31593374.0
