row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022,Ngày 31 tháng 12năm 2022_1,Ngày 31 tháng 12năm 2021,Ngày 31 tháng 12năm 2021_1,numeric__Ngày 31 tháng 12năm 2022,numeric__Ngày 31 tháng 12năm 2022_1,numeric__Ngày 31 tháng 12năm 2021,numeric__Ngày 31 tháng 12năm 2021_1
,,,triệu đồng,%,triệu đồng,%,,,,
"Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản",656.190,"0,55",681.673,"0,67",656190.0,0.55,681673.0,0.67
Khai khoáng,Khai khoáng,Khai khoáng,1.150.939,"0,97",276.564,"0,27",1150939.0,0.97,276564.0,0.27
Chế biến thủy hải sản,Chế biến thủy hải sản,Chế biến thủy hải sản,1.256.232,"1,06",1.604.515,"1,59",1256232.0,1.06,1604515.0,1.59
"Sản xuất, chế biến lương thực, thực phẩm,đỗ uống, thức ăn chăn nuôi","Sản xuất, chế biến lương thực, thực phẩm,đỗ uống, thức ăn chăn nuôi","Sản xuất, chế biến lương thực, thực phẩm,đỗ uống, thức ăn chăn nuôi",1.121.771,"0,94",1.133.664,"1,13",1121771.0,0.94,1133664.0,1.13
"Dệt may, sản xuất da dày, sản xuất trangphục","Dệt may, sản xuất da dày, sản xuất trangphục","Dệt may, sản xuất da dày, sản xuất trangphục",1.520.020,"1,28",939.478,"0,93",1520020.0,1.28,939478.0,0.93
"Khai thác và sơ chế gỗ, chế biến gỗ, sảnxuất sản phẩm từ gỗ và lâm sản khác","Khai thác và sơ chế gỗ, chế biến gỗ, sảnxuất sản phẩm từ gỗ và lâm sản khác","Khai thác và sơ chế gỗ, chế biến gỗ, sảnxuất sản phẩm từ gỗ và lâm sản khác",1.237.380,"1,04",924.344,"0,91",1237380.0,1.04,924344.0,0.91
Sản xuất giấy và các sản phẩm từ giấy vàin ấn,Sản xuất giấy và các sản phẩm từ giấy vàin ấn,Sản xuất giấy và các sản phẩm từ giấy vàin ấn,1.025.660,"0,86",1.198.916,"1,18",1025660.0,0.86,1198916.0,1.18
"Sản xuất thuốc, hóa dược, được liệu, caosu, nhựa, phân bón, hóa chất","Sản xuất thuốc, hóa dược, được liệu, caosu, nhựa, phân bón, hóa chất","Sản xuất thuốc, hóa dược, được liệu, caosu, nhựa, phân bón, hóa chất",1.558.786,"1,31",1.471.096,"1,45",1558786.0,1.31,1471096.0,1.45
"Sản xuất vật liệu xây dựng (trừ thép, Inox,sơn, mặt và các chất tương tự)","Sản xuất vật liệu xây dựng (trừ thép, Inox,sơn, mặt và các chất tương tự)","Sản xuất vật liệu xây dựng (trừ thép, Inox,sơn, mặt và các chất tương tự)",838.965,"0,71",569.161,"0,56",838965.0,0.71,569161.0,0.56
Sản xuất thép thành phẩm,Sản xuất thép thành phẩm,Sản xuất thép thành phẩm,105.312,"0,09",104.169,"0,10",105312.0,0.09,104169.0,0.1
Sản xuất phối thép,Sản xuất phối thép,Sản xuất phối thép,25.164,"0,02",44.445,"0,04",25164.0,0.02,44445.0,0.04
Sản xuất Inox và luyện kim khác,Sản xuất Inox và luyện kim khác,Sản xuất Inox và luyện kim khác,77.233,"0,07",58.268,"0,06",77233.0,0.07,58268.0,0.06
"Cơ khí, lắp ráp, chế tạo máy móc, ô tô, xemáy","Cơ khí, lắp ráp, chế tạo máy móc, ô tô, xemáy","Cơ khí, lắp ráp, chế tạo máy móc, ô tô, xemáy",1.438.804,"1,21",1.242.653,"1,23",1438804.0,1.21,1242653.0,1.23
"Sản xuất điện tử, thiết bị điện, máy vi tínhquang học, thiết bị viễn thông","Sản xuất điện tử, thiết bị điện, máy vi tínhquang học, thiết bị viễn thông","Sản xuất điện tử, thiết bị điện, máy vi tínhquang học, thiết bị viễn thông",3.269.622,"2,75",1.483.772,"1,47",3269622.0,2.75,1483772.0,1.47
"Đóng tàu, thuyền","Đóng tàu, thuyền","Đóng tàu, thuyền",3.852,"0,00",3.051,"0,00",3852.0,0.0,3051.0,0.0
"Sản xuất thiết bị văn phòng, đồ gia dụng,thiết bị y tế, giáo dục, thể dục thể thao","Sản xuất thiết bị văn phòng, đồ gia dụng,thiết bị y tế, giáo dục, thể dục thể thao","Sản xuất thiết bị văn phòng, đồ gia dụng,thiết bị y tế, giáo dục, thể dục thể thao",57.352,"0,05",42.665,"0,04",57352.0,0.05,42665.0,0.04
"Sản xuất và phân phối điện, năng lượng","Sản xuất và phân phối điện, năng lượng","Sản xuất và phân phối điện, năng lượng",10.315.040,"8,69",7.125.610,"7,04",10315040.0,8.69,7125610.0,7.04
Xây dựng,Xây dựng,Xây dựng,11.199.559,"9,43",14.175.548,"14,01",11199559.0,9.43,14175548.0,14.01
Thương mại hàng công nghiệp nhẹ vàhàng tiêu dùng,Thương mại hàng công nghiệp nhẹ vàhàng tiêu dùng,Thương mại hàng công nghiệp nhẹ vàhàng tiêu dùng,10.714.318,"9,02",8.148.952,"8,05",10714318.0,9.02,8148952.0,8.05
"Kinh doanh phân bón, hóa chất, các sảnphẩm hóa chất khác, thuốc, hóa dược,dược liệu, thiết bị y tế","Kinh doanh phân bón, hóa chất, các sảnphẩm hóa chất khác, thuốc, hóa dược,dược liệu, thiết bị y tế","Kinh doanh phân bón, hóa chất, các sảnphẩm hóa chất khác, thuốc, hóa dược,dược liệu, thiết bị y tế",778.370,"0,66",560.650,"0,55",778370.0,0.66,560650.0,0.55
"Thương mại xăng, dầu, gas, khí đốt","Thương mại xăng, dầu, gas, khí đốt","Thương mại xăng, dầu, gas, khí đốt",990.165,"0,83",1.017.390,"1,01",990165.0,0.83,1017390.0,1.01
"Kinh doanh sắt thép, xi măng, vật liệu xâydụng tổng hợp khác","Kinh doanh sắt thép, xi măng, vật liệu xâydụng tổng hợp khác","Kinh doanh sắt thép, xi măng, vật liệu xâydụng tổng hợp khác",4.482.711,"3,78",2.014.497,"1,99",4482711.0,3.78,2014497.0,1.99
Thương mại hàng công nghiệp nặng khác,Thương mại hàng công nghiệp nặng khác,Thương mại hàng công nghiệp nặng khác,2.782.320,"2,34",2.062.717,"2,04",2782320.0,2.34,2062717.0,2.04
Kinh doanh vận tải bộ và đường sông,Kinh doanh vận tải bộ và đường sông,Kinh doanh vận tải bộ và đường sông,2.925.191,"2,46",3.670.205,"3,63",2925191.0,2.46,3670205.0,3.63
Kinh doanh vận tải biển,Kinh doanh vận tải biển,Kinh doanh vận tải biển,581.322,"0,49",634.813,"0,63",581322.0,0.49,634813.0,0.63
"Kinh doanh dịch vụ khách sạn, du lịch, ănuống, vui chơi giải trí","Kinh doanh dịch vụ khách sạn, du lịch, ănuống, vui chơi giải trí","Kinh doanh dịch vụ khách sạn, du lịch, ănuống, vui chơi giải trí",151.226,"0,13",199.411,"0,20",151226.0,0.13,199411.0,0.2
Kinh doanh bất động sản và cơ sở hạ tầng,Kinh doanh bất động sản và cơ sở hạ tầng,Kinh doanh bất động sản và cơ sở hạ tầng,10.386.690,"8,75",12.136.094,"11,99",10386690.0,8.75,12136094.0,11.99
Kinh doanh dịch vụ bưu chính viễn thông,Kinh doanh dịch vụ bưu chính viễn thông,Kinh doanh dịch vụ bưu chính viễn thông,769.794,"0,65",422.106,"0,42",769794.0,0.65,422106.0,0.42
"Dịch vụ công nghệ, khoa học công nghệ,dịch vụ hành chính, hỗ trợ, giáo dục y tế,thông tin và truyền thông khác","Dịch vụ công nghệ, khoa học công nghệ,dịch vụ hành chính, hỗ trợ, giáo dục y tế,thông tin và truyền thông khác","Dịch vụ công nghệ, khoa học công nghệ,dịch vụ hành chính, hỗ trợ, giáo dục y tế,thông tin và truyền thông khác",4.259.915,"3,59",2.664.604,"2,63",4259915.0,3.59,2664604.0,2.63
Kinh doanh kho bãi và các dịch vụ hỗ trợ,Kinh doanh kho bãi và các dịch vụ hỗ trợ,Kinh doanh kho bãi và các dịch vụ hỗ trợ,165.387,"0,14",297.192,"0,29",165387.0,0.14,297192.0,0.29
Hoạt động tài chính và chứng khoán,Hoạt động tài chính và chứng khoán,Hoạt động tài chính và chứng khoán,1.446.536,"1,22",2.809.632,"2,78",1446536.0,1.22,2809632.0,2.78
Ngành khác,Ngành khác,Ngành khác,5.490.900,"4,64",5.285.597,"5,22",5490900.0,4.64,5285597.0,5.22
Cá nhân,Cá nhân,Cá nhân,35.928.020,"30,27",26.198.006,"25,89",35928020.0,30.27,26198006.0,25.89
,,,118.710.746,"100,00",101.201.458,"100,00",118710746.0,100.0,101201458.0,100.0
