row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022triệu đồng,Ngày 31 tháng 12năm 2021triệu đồng,numeric__Ngày 31 tháng 12năm 2022triệu đồng,numeric__Ngày 31 tháng 12năm 2021triệu đồng
Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,30.683.440,19.739.194,30683440.0,19739194.0
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,9.763.592,8.140.594,9763592.0,8140594.0
- Bằng VND,- Bằng VND,- Bằng VND,8.985.314,7.812.447,8985314.0,7812447.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,778.278,328.147,778278.0,328147.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,20.919.848,11.598.600,20919848.0,11598600.0
- Bằng VND,- Bằng VND,- Bằng VND,18.738.500,8.817.000,18738500.0,8817000.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,2.181.348,2.781.600,2181348.0,2781600.0
Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,9.879.960,13.532.742,9879960.0,13532742.0
Bằng VND,Bằng VND,Bằng VND,8.716.441,12.303.890,8716441.0,12303890.0
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,1.163.519,1.228.852,1163519.0,1228852.0
,,,40.563.400,33.271.936,40563400.0,33271936.0
