row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022triệu đồng,Ngày 31 tháng 12năm 2021triệu đồng,numeric__Ngày 31 tháng 12năm 2022triệu đồng,numeric__Ngày 31 tháng 12năm 2021triệu đồng
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,33.980,70.591,33980.0,70591.0
Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,223.775.857,241.920.764,223775857.0,241920764.0
Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,1.408.572,5.288.413,1408572.0,5288413.0
Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,1.407.285,5.297.947,1407285.0,5297947.0
Cam kết giao dịch hoán đổi tiền tệ,Cam kết giao dịch hoán đổi tiền tệ,Cam kết giao dịch hoán đổi tiền tệ,220.960.000,231.334.404,220960000.0,231334404.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,9.141.549,9.529.543,9141549.0,9529543.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,9.575.780,9.827.025,9575780.0,9827025.0
- Trừ: Tiền ký quỹ,- Trừ: Tiền ký quỹ,- Trừ: Tiền ký quỹ,(434.231),(297.482),-434231.0,-297482.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,20.444.318,15.331.738,20444318.0,15331738.0
Cam kết bảo lãnh thanh toán,Cam kết bảo lãnh thanh toán,Cam kết bảo lãnh thanh toán,4.528.714,2.892.812,4528714.0,2892812.0
Cam kết bảo lãnh thực hiện hợp đồng,Cam kết bảo lãnh thực hiện hợp đồng,Cam kết bảo lãnh thực hiện hợp đồng,4.539.156,3.728.934,4539156.0,3728934.0
Cam kết bảo lãnh dự thầu,Cam kết bảo lãnh dự thầu,Cam kết bảo lãnh dự thầu,798.158,1.081.072,798158.0,1081072.0
Cam kết bảo lãnh khác,Cam kết bảo lãnh khác,Cam kết bảo lãnh khác,11.508.786,8.494.992,11508786.0,8494992.0
- Trừ: Tiền ký quỹ,- Trừ: Tiền ký quỹ,- Trừ: Tiền ký quỹ,(930.496),(866.072),-930496.0,-866072.0
Các cam kết khác,Các cam kết khác,Các cam kết khác,16.451.969,8.434.389,16451969.0,8434389.0
