row_label_raw,row_label_full,col_0,Số dưđầu năm,Phát sinh trong năm > Số phải nộp,Phát sinh trong năm > Số đã nộp,Số dưcuối năm,numeric__Số dưđầu năm,numeric__Phát sinh trong năm > Số phải nộp,numeric__Phát sinh trong năm > Số đã nộp,numeric__Số dưcuối năm
Phải trả NSNN,Phải trả NSNN,Phải trả NSNN,Phải trả NSNN,Phải trả NSNN,Phải trả NSNN,Phải trả NSNN,,,,
Thuế GTGT,Phải trả NSNN > Thuế GTGT,Thuế GTGT,13.301,143.176,(146.236),10.241,13301.0,143176.0,-146236.0,10241.0
Thuế TNDN,Phải trả NSNN > Thuế TNDN,Thuế TNDN,224.962,1.169.233,(572.971),821.224,224962.0,1169233.0,-572971.0,821224.0
Các loại thuế khác,Phải trả NSNN > Các loại thuế khác,Các loại thuế khác,33.167,442.480,(341.346),134.301,33167.0,442480.0,-341346.0,134301.0
Các khoản phải nộp khác,Phải trả NSNN > Các khoản phải nộp khác,Các khoản phải nộp khác,-,1.576,(1.576),-,,1576.0,-1576.0,
,,,271.430,1.756.465,(1.062.129),965.766,271430.0,1756465.0,-1062129.0,965766.0
