row_label_raw,row_label_full,STT,Tên đơn vị,Tỷ lệ sở hữu của Tập đoàn,Tỷ lệ sở hữu của Tập đoàn_1,Tỷ lệ sở hữu của Tập đoàn_2,Tỷ lệ sở hữu của Tập đoàn_3,Tỷ lệ sở hữu gián tiếp thông qua công ty mẹ trực tiếp,Tỷ lệ sở hữu gián tiếp thông qua công ty mẹ trực tiếp_1,Tỷ lệ sở hữu gián tiếp thông qua công ty mẹ trực tiếp_2,Giá trị đầu tư của công ty mẹ trực tiếp VND,Giá trị đầu tư của công ty mẹ trực tiếp VND_1,Giá trị đầu tư của các công ty khác trong Tập đoàn VND,Giá trị đầu tư của các công ty khác trong Tập đoàn VND_1,numeric__Tên đơn vị,numeric__Tỷ lệ sở hữu của Tập đoàn,numeric__Tỷ lệ sở hữu của Tập đoàn_1,numeric__Tỷ lệ sở hữu của Tập đoàn_2,numeric__Tỷ lệ sở hữu của Tập đoàn_3,numeric__Tỷ lệ sở hữu gián tiếp thông qua công ty mẹ trực tiếp,numeric__Tỷ lệ sở hữu gián tiếp thông qua công ty mẹ trực tiếp_1,numeric__Tỷ lệ sở hữu gián tiếp thông qua công ty mẹ trực tiếp_2,numeric__Giá trị đầu tư của công ty mẹ trực tiếp VND,numeric__Giá trị đầu tư của công ty mẹ trực tiếp VND_1,numeric__Giá trị đầu tư của các công ty khác trong Tập đoàn VND,numeric__Giá trị đầu tư của các công ty khác trong Tập đoàn VND_1
,,,,Tỷ lệ sở hữu trực tiếp,Tỷ lệ sở hữu gián tiếp thông qua công ty mẹ trực tiếp,Tỷ lệ sở hữu gián tiếp thông qua công ty khác,Tổng tỷ lệ sở hữu,Tỷ lệ sở hữu trực tiếp,Tỷ lệ sở hữu của Tập đoàn với công ty mẹ trực tiếp,Tổng tỷ lệ sở hữu,Theo mệnh giá,Giá gốc khoản đầu tư,Theo mệnh giá,Giá gốc khoản đầu tư,,,,,,,,,,,,
Công ty con của Công ty TNHH MTV Đệt 8 - 3,Công ty con của Công ty TNHH MTV Đệt 8 - 3,Công ty con của Công ty TNHH MTV Đệt 8 - 3,Công ty con của Công ty TNHH MTV Đệt 8 - 3,Công ty con của Công ty TNHH MTV Đệt 8 - 3,Công ty con của Công ty TNHH MTV Đệt 8 - 3,Công ty con của Công ty TNHH MTV Đệt 8 - 3,Công ty con của Công ty TNHH MTV Đệt 8 - 3,Công ty con của Công ty TNHH MTV Đệt 8 - 3,Công ty con của Công ty TNHH MTV Đệt 8 - 3,Công ty con của Công ty TNHH MTV Đệt 8 - 3,Công ty con của Công ty TNHH MTV Đệt 8 - 3,Công ty con của Công ty TNHH MTV Đệt 8 - 3,Công ty con của Công ty TNHH MTV Đệt 8 - 3,Công ty con của Công ty TNHH MTV Đệt 8 - 3,,,,,,,,,,,,
1,Công ty con của Công ty TNHH MTV Đệt 8 - 3 > 1,1,Công ty CP Đệt kim Vinatex,0%,"60,51%","22,95%","83,46%","60,51%",100%,"60,51%",22.992.000.000,22.992.000.000,15.008.000.000,15.008.000.000,,0.0,0.6051,0.22949999999999998,0.8345999999999999,0.6051,1.0,0.6051,22992000000.0,22992000000.0,15008000000.0,15008000000.0
2,Công ty con của Công ty TNHH MTV Đệt 8 - 3 > 2,2,Công ty CP Vinatex Quốc tế,0%,"65,47%",0%,"65,47%","65,47%",100%,"65,47%",45.500.000.000,45.500.000.000,-,-,,0.0,0.6547,0.0,0.6547,0.6547,1.0,0.6547,45500000000.0,45500000000.0,,
Công ty con của Tổng Công ty CP Đệt May Hòa Thọ,Công ty con của Tổng Công ty CP Đệt May Hòa Thọ,Công ty con của Tổng Công ty CP Đệt May Hòa Thọ,Công ty con của Tổng Công ty CP Đệt May Hòa Thọ,Công ty con của Tổng Công ty CP Đệt May Hòa Thọ,Công ty con của Tổng Công ty CP Đệt May Hòa Thọ,Công ty con của Tổng Công ty CP Đệt May Hòa Thọ,Công ty con của Tổng Công ty CP Đệt May Hòa Thọ,Công ty con của Tổng Công ty CP Đệt May Hòa Thọ,Công ty con của Tổng Công ty CP Đệt May Hòa Thọ,Công ty con của Tổng Công ty CP Đệt May Hòa Thọ,Công ty con của Tổng Công ty CP Đệt May Hòa Thọ,Công ty con của Tổng Công ty CP Đệt May Hòa Thọ,Công ty con của Tổng Công ty CP Đệt May Hòa Thọ,Công ty con của Tổng Công ty CP Đệt May Hòa Thọ,,,,,,,,,,,,
3,Công ty con của Tổng Công ty CP Đệt May Hòa Thọ > 3,3,Công ty CP Thời trang Hòa Thọ,0%,"52,44%",0%,"52,44%","76,88%","68,21%","52,44%",2.667.900.000,2.667.900.000,-,-,,0.0,0.5244,0.0,0.5244,0.7687999999999999,0.6820999999999999,0.5244,2667900000.0,2667900000.0,,
4,Công ty con của Tổng Công ty CP Đệt May Hòa Thọ > 4,4,Công ty CP Hòa Thọ - Quảng Nam,0%,"21,92%",0%,"21,92%","32,14%","68,21%","21,92%",6.428.000.000,6.428.000.000,-,-,,0.0,0.2192,0.0,0.2192,0.3214,0.6820999999999999,0.2192,6428000000.0,6428000000.0,,
5,Công ty con của Tổng Công ty CP Đệt May Hòa Thọ > 5,5,Công ty May Hòa Thọ - Hội An,0%,"36,95%",0%,"36,95%","54,18%","68,21%","36,95%",4.063.500.000,4.063.500.000,-,-,,0.0,0.36950000000000005,0.0,0.36950000000000005,0.5418,0.6820999999999999,0.36950000000000005,4063500000.0,4063500000.0,,
6,Công ty con của Tổng Công ty CP Đệt May Hòa Thọ > 6,6,Công ty CP May Hòa Thọ Duy Xuyên,0%,"40,51%",0%,"40,51%","59,40%","68,21%","40,51%",2.673.000.000,2.673.000.000,-,-,,0.0,0.40509999999999996,0.0,0.40509999999999996,0.594,0.6820999999999999,0.40509999999999996,2673000000.0,2673000000.0,,
7,Công ty con của Tổng Công ty CP Đệt May Hòa Thọ > 7,7,Công ty CP Hòa Thọ Thăng Bình,0%,"36,55%",0%,"36,55%","53,59%","68,21%","36,55%",1.550.000.000,1.550.000.000,-,-,,0.0,0.3655,0.0,0.3655,0.5359,0.6820999999999999,0.3655,1550000000.0,1550000000.0,,
Công ty con của Tổng Công ty CP Đệt May Hà Nội,Công ty con của Tổng Công ty CP Đệt May Hà Nội,Công ty con của Tổng Công ty CP Đệt May Hà Nội,Công ty con của Tổng Công ty CP Đệt May Hà Nội,Công ty con của Tổng Công ty CP Đệt May Hà Nội,Công ty con của Tổng Công ty CP Đệt May Hà Nội,Công ty con của Tổng Công ty CP Đệt May Hà Nội,Công ty con của Tổng Công ty CP Đệt May Hà Nội,Công ty con của Tổng Công ty CP Đệt May Hà Nội,Công ty con của Tổng Công ty CP Đệt May Hà Nội,Công ty con của Tổng Công ty CP Đệt May Hà Nội,Công ty con của Tổng Công ty CP Đệt May Hà Nội,Công ty con của Tổng Công ty CP Đệt May Hà Nội,Công ty con của Tổng Công ty CP Đệt May Hà Nội,Công ty con của Tổng Công ty CP Đệt May Hà Nội,,,,,,,,,,,,
8,Công ty con của Tổng Công ty CP Đệt May Hà Nội > 8,8,Cty CP Thời trang Hanosimex,0%,"37,42%",0%,"37,42%","65,00%","57,57%","37,42%",5.850.000.000,5.850.000.000,-,-,,0.0,0.37420000000000003,0.0,0.37420000000000003,0.65,0.5757,0.37420000000000003,5850000000.0,5850000000.0,,
