row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2015 VND,1/1/2015 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015 VND,numeric__1/1/2015 VND Đã điều chỉnh lại
VỐN CHỦ SỞ HỮU (400 = 410 + 430),VỐN CHỦ SỞ HỮU (400 = 410 + 430),VỐN CHỦ SỞ HỮU (400 = 410 + 430),400,31,7.332.911.322.248,6.532.561.398.705,400.0,31.0,7332911322248.0,6532561398705.0
Vốn chủ sở hữu,Vốn chủ sở hữu,Vốn chủ sở hữu,410,,7.291.482.698.813,6.489.435.488.672,410.0,,7291482698813.0,6489435488672.0
Vốn cổ phần/vốn góp,Vốn cổ phần/vốn góp,Vốn cổ phần/vốn góp,411,32,5.000.000.000.000,4.299.595.911.499,411.0,32.0,5000000000000.0,4299595911499.0
- Cổ phiếu phố thông có quyền biểu quyết,- Cổ phiếu phố thông có quyền biểu quyết,- Cổ phiếu phố thông có quyền biểu quyết,411a,,5.000.000.000.000,4.299.595.911.499,,,5000000000000.0,4299595911499.0
Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,412,,29.911.650.892,-,412.0,,29911650892.0,
Vốn khác của chủ sở hữu,Vốn khác của chủ sở hữu,Vốn khác của chủ sở hữu,414,,42.248.630.739,770.234.193.045,414.0,,42248630739.0,770234193045.0
Chênh lệch đánh giá lại tài sản,Chênh lệch đánh giá lại tài sản,Chênh lệch đánh giá lại tài sản,416,,(748.765.581.042),(803.152.512.757),416.0,,-748765581042.0,-803152512757.0
Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,418,33,421.021.002.398,388.519.949.500,418.0,33.0,421021002398.0,388519949500.0
Quỹ khác thuộc vốn chủ sở hữu,Quỹ khác thuộc vốn chủ sở hữu,Quỹ khác thuộc vốn chủ sở hữu,420,,10.944.352.367,10.735.145.017,420.0,,10944352367.0,10735145017.0
Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,421,,563.486.264.926,207.834.918.253,421.0,,563486264926.0,207834918253.0
- LNST chưa phân phối lũy kế đến cuối kỳ trước,- LNST chưa phân phối lũy kế đến cuối kỳ trước,- LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,147.491.675.907,-,,,147491675907.0,
- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,421b,,415.994.589.019,207.834.918.253,,,415994589019.0,207834918253.0
Nguồn vốn đầu tư xây dựng cơ bản,Nguồn vốn đầu tư xây dựng cơ bản,Nguồn vốn đầu tư xây dựng cơ bản,422,34,497.352.336.562,2.760.607.380,422.0,34.0,497352336562.0,2760607380.0
Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,429,,1.475.284.041.971,1.612.907.276.735,429.0,,1475284041971.0,1612907276735.0
Nguồn kinh phí và các quỹ khác,Nguồn kinh phí và các quỹ khác,Nguồn kinh phí và các quỹ khác,430,,41.428.623.435,43.125.910.033,430.0,,41428623435.0,43125910033.0
Nguồn kinh phí,Nguồn kinh phí,Nguồn kinh phí,431,,3.004.072.271,947.591.542,431.0,,3004072271.0,947591542.0
Nguồn kinh phí đã hình thành tài sản cổ định,Nguồn kinh phí đã hình thành tài sản cổ định,Nguồn kinh phí đã hình thành tài sản cổ định,432,,38.424.551.164,42.178.318.491,432.0,,38424551164.0,42178318491.0
TỔNG NGUỒN VỐN (440 = 300 + 400),TỔNG NGUỒN VỐN (440 = 300 + 400),TỔNG NGUỒN VỐN (440 = 300 + 400),440,,18.810.503.600.290,17.780.913.873.407,440.0,,18810503600290.0,17780913873407.0
