row_label_raw,row_label_full,col_0,31/12/2015VND,1/1/2015VNDĐã điều chỉnh lại,numeric__31/12/2015VND,numeric__1/1/2015VNDĐã điều chỉnh lại
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,15.634.571.661,19.878.738.115,15634571661.0,19878738115.0
"Phí dịch vụ chuyên môn, tư vấn","Phí dịch vụ chuyên môn, tư vấn","Phí dịch vụ chuyên môn, tư vấn",1.243.454.545,2.513.000.000,1243454545.0,2513000000.0
Chi phí hoạt động,Chi phí hoạt động,Chi phí hoạt động,19.544.661.980,3.805.999.037,19544661980.0,3805999037.0
"Chi phí mua sắm tài sản cố định, xây dựng nhà xưởng","Chi phí mua sắm tài sản cố định, xây dựng nhà xưởng","Chi phí mua sắm tài sản cố định, xây dựng nhà xưởng",95.395.115.431,96.105.530.431,95395115431.0,96105530431.0
"Chi phí thuê đất, nhà xưởng","Chi phí thuê đất, nhà xưởng","Chi phí thuê đất, nhà xưởng",18.274.379.066,10.016.189.382,18274379066.0,10016189382.0
"Chi phí cải tạo, sửa chữa","Chi phí cải tạo, sửa chữa","Chi phí cải tạo, sửa chữa",15.709.968.145,8.836.362.023,15709968145.0,8836362023.0
Chi phí gia công thuê ngoài,Chi phí gia công thuê ngoài,Chi phí gia công thuê ngoài,1.151.606.813,1.772.887.460,1151606813.0,1772887460.0
Chi phí giải phóng mặt bằng,Chi phí giải phóng mặt bằng,Chi phí giải phóng mặt bằng,3.000.000.000,3.000.000.000,3000000000.0,3000000000.0
Phí hoa hồng,Phí hoa hồng,Phí hoa hồng,3.456.281.760,4.217.489.709,3456281760.0,4217489709.0
Chi phí giám sát,Chi phí giám sát,Chi phí giám sát,-,4.334.580.555,,4334580555.0
Chi phí phải trả khác,Chi phí phải trả khác,Chi phí phải trả khác,14.531.105.431,27.615.028.144,14531105431.0,27615028144.0
,,,187.941.144.832,182.095.804.856,187941144832.0,182095804856.0
Chi phí phải trả dài hạn đến hạn tràtrong vòng 12 tháng,Chi phí phải trả dài hạn đến hạn tràtrong vòng 12 tháng,Chi phí phải trả dài hạn đến hạn tràtrong vòng 12 tháng,948.672.000,948.672.000,948672000.0,948672000.0
,,,188.889.816.832,183.044.476.856,188889816832.0,183044476856.0
