row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2015 VND,1/1/2015 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015 VND,numeric__1/1/2015 VND Đã điều chỉnh lại
Tài sản dài hạn(200 = 210 + 220 + 230 + 240 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 230 + 240 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 230 + 240 + 250 + 260),200,,9.538.769.924.584,8.198.986.999.039,200.0,,9538769924584.0,8198986999039.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,585.474.923.940,504.566.658.594,210.0,,585474923940.0,504566658594.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,,6.859.000.000,-,215.0,,6859000000.0,
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,12(b),578.615.923.940,504.566.658.594,216.0,,578615923940.0,504566658594.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,4.726.268.318.378,4.649.734.037.823,220.0,,4726268318378.0,4649734037823.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,15,4.547.292.417.355,4.447.696.407.185,221.0,15.0,4547292417355.0,4447696407185.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,9.524.976.809.545,9.081.997.845.428,222.0,,9524976809545.0,9081997845428.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(4.977.684.392.190),(4.634.301.438.243),223.0,,-4977684392190.0,-4634301438243.0
Tài sản cố định hữu hình thuê tài chính,Tài sản cố định hữu hình thuê tài chính,Tài sản cố định hữu hình thuê tài chính,224,16,63.085.606.759,50.939.056.442,224.0,16.0,63085606759.0,50939056442.0
Nguyên giá,Nguyên giá,Nguyên giá,225,,77.869.150.876,57.831.747.820,225.0,,77869150876.0,57831747820.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,226,,(14.783.544.117),(6.892.691.378),226.0,,-14783544117.0,-6892691378.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,17,115.890.294.264,151.098.574.196,227.0,17.0,115890294264.0,151098574196.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,139.714.166.423,173.183.263.553,228.0,,139714166423.0,173183263553.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(23.823.872.159),(22.084.689.357),229.0,,-23823872159.0,-22084689357.0
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,230,18,137.122.569.411,49.646.504.419,230.0,18.0,137122569411.0,49646504419.0
Nguyên giá,Nguyên giá,Nguyên giá,231,,162.031.019.056,72.027.858.343,231.0,,162031019056.0,72027858343.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,232,,(24.908.449.645),(22.381.353.924),232.0,,-24908449645.0,-22381353924.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,1.588.289.306.866,576.625.489.809,240.0,,1588289306866.0,576625489809.0
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,242,19,1.588.289.306.866,576.625.489.809,242.0,19.0,1588289306866.0,576625489809.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,,1.993.460.437.532,1.868.678.886.499,250.0,,1993460437532.0,1868678886499.0
Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,252,9(c),1.648.681.034.451,1.443.930.552.590,252.0,,1648681034451.0,1443930552590.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,9(c),371.556.535.617,459.925.719.935,253.0,,371556535617.0,459925719935.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,254,9(c),(26.782.132.536),(40.096.750.026),254.0,,-26782132536.0,-40096750026.0
Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,255,9(b),5.000.000,4.919.364.000,255.0,,5000000.0,4919364000.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,508.154.368.457,549.735.421.895,260.0,,508154368457.0,549735421895.0
Chỉ phí trả trước dài hạn,Chỉ phí trả trước dài hạn,Chỉ phí trả trước dài hạn,261,20(b),461.209.582.886,461.739.439.935,261.0,,461209582886.0,461739439935.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,21,12.818.658.533,23.607.355.487,262.0,21.0,12818658533.0,23607355487.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,268,,869.753.783,34.463.839.735,268.0,,869753783.0,34463839735.0
Lợi thế thương mại,Lợi thế thương mại,Lợi thế thương mại,269,22,33.256.373.255,29.924.786.738,269.0,22.0,33256373255.0,29924786738.0
TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),270,,18.810.503.600.290,17.780.913.873.407,270.0,,18810503600290.0,17780913873407.0
