row_label_raw,row_label_full,STT,Tên đơn vị,Tỷ lệ sở hữu của Tập đoàn,Tỷ lệ sở hữu của Tập đoàn_1,Tỷ lệ sở hữu của Tập đoàn_2,Tỷ lệ sở hữu của Tập đoàn_3,Tỷ lệ sở hữu gián tiếp thông qua công ty mẹ trực tiếp,Tỷ lệ sở hữu gián tiếp thông qua công ty mẹ trực tiếp_1,Tỷ lệ sở hữu gián tiếp thông qua công ty mẹ trực tiếp_2,Giá trị đầu tư của công ty mẹ trực tiếp VND,Giá trị đầu tư của công ty mẹ trực tiếp VND_1,Giá trị đầu tư của các công ty khác trong Tập đoàn VND,Giá trị đầu tư của các công ty khác trong Tập đoàn VND_1,numeric__Tên đơn vị,numeric__Tỷ lệ sở hữu của Tập đoàn,numeric__Tỷ lệ sở hữu của Tập đoàn_1,numeric__Tỷ lệ sở hữu của Tập đoàn_2,numeric__Tỷ lệ sở hữu của Tập đoàn_3,numeric__Tỷ lệ sở hữu gián tiếp thông qua công ty mẹ trực tiếp,numeric__Tỷ lệ sở hữu gián tiếp thông qua công ty mẹ trực tiếp_1,numeric__Tỷ lệ sở hữu gián tiếp thông qua công ty mẹ trực tiếp_2,numeric__Giá trị đầu tư của công ty mẹ trực tiếp VND,numeric__Giá trị đầu tư của công ty mẹ trực tiếp VND_1,numeric__Giá trị đầu tư của các công ty khác trong Tập đoàn VND,numeric__Giá trị đầu tư của các công ty khác trong Tập đoàn VND_1
,,,,Tỷ lệ sở hữu trực tiếp,Tỷ lệ sở hữu gián tiếp thông qua công ty mẹ trực tiếp,Tỷ lệ sở hữu gián tiếp thông qua công ty khác,Tổng tỷ lệ sở hữu,Tỷ lệ sở hữu trực tiếp,Tỷ lệ sở hữu của Tập đoàn với công ty mẹ trực tiếp,Tổng tỷ lệ sở hữu,Theo mệnh giá,Giá gốc khoản đầu tư,Theo mệnh giá,Giá gốc khoản đầu tư,,,,,,,,,,,,
Công ty con của Công ty CP Bông Việt Nam,Công ty con của Công ty CP Bông Việt Nam,Công ty con của Công ty CP Bông Việt Nam,Công ty con của Công ty CP Bông Việt Nam,Công ty con của Công ty CP Bông Việt Nam,Công ty con của Công ty CP Bông Việt Nam,Công ty con của Công ty CP Bông Việt Nam,Công ty con của Công ty CP Bông Việt Nam,Công ty con của Công ty CP Bông Việt Nam,Công ty con của Công ty CP Bông Việt Nam,Công ty con của Công ty CP Bông Việt Nam,Công ty con của Công ty CP Bông Việt Nam,Công ty con của Công ty CP Bông Việt Nam,Công ty con của Công ty CP Bông Việt Nam,Công ty con của Công ty CP Bông Việt Nam,,,,,,,,,,,,
23,Công ty con của Công ty CP Bông Việt Nam > 23,23,Công ty CP Bông Tây Nguyên,0%,"29,80%",0%,"29,80%","54,18%","55,00%","29,80%",5.418.000.000,5.418.000.000,-,-,,0.0,0.298,0.0,0.298,0.5418,0.55,0.298,5418000000.0,5418000000.0,,
24,Công ty con của Công ty CP Bông Việt Nam > 24,24,Công ty CP Bông Vải Miền Trung,0%,"27,40%","15,86%","43,26%","49,81%","55,00%","27,40%",4.550.000.000,4.550.000.000,3.250.000.000,3.250.000.000,,0.0,0.27399999999999997,0.1586,0.4326,0.49810000000000004,0.55,0.27399999999999997,4550000000.0,4550000000.0,3250000000.0,3250000000.0
25,Công ty con của Công ty CP Bông Việt Nam > 25,25,Công ty CP Giống cây trồng Nha Hồ,0%,"29,70%",0%,"29,70%","54,00%","55,00%","29,70%",10.800.780.000,10.800.780.000,-,-,,0.0,0.297,0.0,0.297,0.54,0.55,0.297,10800780000.0,10800780000.0,,
Công ty con của Công ty CP Đầu tư Phát triển Vinatex,Công ty con của Công ty CP Đầu tư Phát triển Vinatex,Công ty con của Công ty CP Đầu tư Phát triển Vinatex,Công ty con của Công ty CP Đầu tư Phát triển Vinatex,Công ty con của Công ty CP Đầu tư Phát triển Vinatex,Công ty con của Công ty CP Đầu tư Phát triển Vinatex,Công ty con của Công ty CP Đầu tư Phát triển Vinatex,Công ty con của Công ty CP Đầu tư Phát triển Vinatex,Công ty con của Công ty CP Đầu tư Phát triển Vinatex,Công ty con của Công ty CP Đầu tư Phát triển Vinatex,Công ty con của Công ty CP Đầu tư Phát triển Vinatex,Công ty con của Công ty CP Đầu tư Phát triển Vinatex,Công ty con của Công ty CP Đầu tư Phát triển Vinatex,Công ty con của Công ty CP Đầu tư Phát triển Vinatex,Công ty con của Công ty CP Đầu tư Phát triển Vinatex,,,,,,,,,,,,
26,Công ty con của Công ty CP Đầu tư Phát triển Vinatex > 26,26,Công ty CP May Nam An,0%,"32,81%",0%,"32,81%","64,33%","51,00%","32,81%",15.440.000.000,15.440.000.000,-,-,,0.0,0.3281,0.0,0.3281,0.6433,0.51,0.3281,15440000000.0,15440000000.0,,
27,Công ty con của Công ty CP Đầu tư Phát triển Vinatex > 27,27,Công ty TNHH May Vinatex Tư Nghĩa,0%,"38,25%",0%,"38,25%","75,00%","51,00%","38,25%",22.500.000.000,22.500.000.000,-,-,,0.0,0.3825,0.0,0.3825,0.75,0.51,0.3825,22500000000.0,22500000000.0,,
28,Công ty con của Công ty CP Đầu tư Phát triển Vinatex > 28,28,Công ty TNHH May Vinatex Hương Trà,0%,"40,80%",0%,"40,80%","80,00%","51,00%","40,80%",24.000.000.000,24.000.000.000,-,-,,0.0,0.408,0.0,0.408,0.8,0.51,0.408,24000000000.0,24000000000.0,,
29,Công ty con của Công ty CP Đầu tư Phát triển Vinatex > 29,29,Công ty TNHH May Vinatex Bồng Sơn,0%,"51,00%",0%,"51,00%",100%,"51,00%","51,00%",30.000.000.000,30.000.000.000,-,-,,0.0,0.51,0.0,0.51,1.0,0.51,0.51,30000000000.0,30000000000.0,,
