row_label_raw,row_label_full,col_0,31/12/2015VND,1/1/2015VNDĐã điều chỉnh lại,numeric__31/12/2015VND,numeric__1/1/2015VNDĐã điều chỉnh lại
"Kinh phí công đoàn, bảo hiểm xã hội, bảo hiểm y tế","Kinh phí công đoàn, bảo hiểm xã hội, bảo hiểm y tế","Kinh phí công đoàn, bảo hiểm xã hội, bảo hiểm y tế",23.019.880.593,28.668.576.864,23019880593.0,28668576864.0
Phải trả về cổ phần hóa,Phải trả về cổ phần hóa,Phải trả về cổ phần hóa,5.762.899.011,5.582.352.371,5762899011.0,5582352371.0
Nhận ký quỹ và ký cược ngắn hạn,Nhận ký quỹ và ký cược ngắn hạn,Nhận ký quỹ và ký cược ngắn hạn,363.875.746,6.418.762.746,363875746.0,6418762746.0
Phải trả lãi vay cho Công ty Mua bán nợ và tài sảntồn động của doanh nghiệp,Phải trả lãi vay cho Công ty Mua bán nợ và tài sảntồn động của doanh nghiệp,Phải trả lãi vay cho Công ty Mua bán nợ và tài sảntồn động của doanh nghiệp,17.627.731.759,15.794.844.331,17627731759.0,15794844331.0
Phải trả lãi vay khác,Phải trả lãi vay khác,Phải trả lãi vay khác,27.011.838.070,21.867.988.492,27011838070.0,21867988492.0
Phải trả cổ tức,Phải trả cổ tức,Phải trả cổ tức,27.619.916.234,33.020.482.908,27619916234.0,33020482908.0
Quỹ từ thiện,Quỹ từ thiện,Quỹ từ thiện,3.551.073.470,3.716.601.527,3551073470.0,3716601527.0
Phải nộp Quỹ hỗ trợ sắp xếp và phát triển doanh nghiệp,Phải nộp Quỹ hỗ trợ sắp xếp và phát triển doanh nghiệp,Phải nộp Quỹ hỗ trợ sắp xếp và phát triển doanh nghiệp,-,356.716.713.904,,356716713904.0
Lợi nhuận năm 2014 phải nộp Nhà nước,Lợi nhuận năm 2014 phải nộp Nhà nước,Lợi nhuận năm 2014 phải nộp Nhà nước,-,159.250.645.027,,159250645027.0
"Vốn xây dựng cơ bán thuộc trách nhiệm của Tập đoàncho các trường đào tạo thực hiện dự án nâng cấp, mởrộng trường theo Quyết định số 16932/BTC-TCDN","Vốn xây dựng cơ bán thuộc trách nhiệm của Tập đoàncho các trường đào tạo thực hiện dự án nâng cấp, mởrộng trường theo Quyết định số 16932/BTC-TCDN","Vốn xây dựng cơ bán thuộc trách nhiệm của Tập đoàncho các trường đào tạo thực hiện dự án nâng cấp, mởrộng trường theo Quyết định số 16932/BTC-TCDN",68.455.091.012,68.455.091.012,68455091012.0,68455091012.0
Tiền chi hộ còn thừa phải trả lại,Tiền chi hộ còn thừa phải trả lại,Tiền chi hộ còn thừa phải trả lại,4.672.021.554,-,4672021554.0,
Phải trả nhà nước tiền quyền sử dụng đất của Công tyCổ phần Đầu tư và Xây dựng Vinatex,Phải trả nhà nước tiền quyền sử dụng đất của Công tyCổ phần Đầu tư và Xây dựng Vinatex,Phải trả nhà nước tiền quyền sử dụng đất của Công tyCổ phần Đầu tư và Xây dựng Vinatex,-,9.165.589.394,,9165589394.0
Tiền thường phải trả cho nhân viên,Tiền thường phải trả cho nhân viên,Tiền thường phải trả cho nhân viên,14.984.617.189,11.344.842.177,14984617189.0,11344842177.0
Nhận đặt cọc theo hợp đồng chuyển nhượng cổ phàntại công ty con,Nhận đặt cọc theo hợp đồng chuyển nhượng cổ phàntại công ty con,Nhận đặt cọc theo hợp đồng chuyển nhượng cổ phàntại công ty con,-,219.208.552.560,,219208552560.0
Nhận hỗ trợ vốn cho Dự án di đờiTổng Công ty Cổ phần Đệt May Nam Định,Nhận hỗ trợ vốn cho Dự án di đờiTổng Công ty Cổ phần Đệt May Nam Định,Nhận hỗ trợ vốn cho Dự án di đờiTổng Công ty Cổ phần Đệt May Nam Định,54.477.154.476,-,54477154476.0,
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,67.137.233.311,74.389.869.293,67137233311.0,74389869293.0
,,,314.683.332.425,1.013.600.912.606,314683332425.0,1013600912606.0
Phần phải trả dài hạn khác đến hạn tràtrong vòng 12 tháng,Phần phải trả dài hạn khác đến hạn tràtrong vòng 12 tháng,Phần phải trả dài hạn khác đến hạn tràtrong vòng 12 tháng,369.532.259.133,-,369532259133.0,
,,,684.215.591.558,1.013.600.912.606,684215591558.0,1013600912606.0
