row_label_raw,row_label_full,col_0,1/1/2015 > Giá trị ghi số VND,1/1/2015 > Số có khả năng trả nợ VND,Biến động trong năm > Tăng VND,Biến động trong năm > Giảm VND,31/12/2015 > Giá trị ghi số VND,31/12/2015 > Số có khả năng trả nợ VND,numeric__1/1/2015 > Giá trị ghi số VND,numeric__1/1/2015 > Số có khả năng trả nợ VND,numeric__Biến động trong năm > Tăng VND,numeric__Biến động trong năm > Giảm VND,numeric__31/12/2015 > Giá trị ghi số VND,numeric__31/12/2015 > Số có khả năng trả nợ VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,3.540.025.807.328,3.540.025.807.328,13.574.749.570.892,(13.273.947.667.919),3.840.827.710.301,3.840.827.710.301,3540025807328.0,3540025807328.0,13574749570892.0,-13273947667919.0,3840827710301.0,3840827710301.0
Vay dài hạn đến hạn trả (b)(i),Vay dài hạn đến hạn trả (b)(i),Vay dài hạn đến hạn trả (b)(i),355.374.503.464,355.374.503.464,524.867.685.503,(854.983.055.037),25.259.133.930,25.259.133.930,355374503464.0,355374503464.0,524867685503.0,-854983055037.0,25259133930.0,25259133930.0
Nợ gốc thuê tài chính đến hạn trả trong vòng 12 tháng,Nợ gốc thuê tài chính đến hạn trả trong vòng 12 tháng,Nợ gốc thuê tài chính đến hạn trả trong vòng 12 tháng,4.344.408.180,4.344.408.180,22.134.185.785,(8.107.751.541),18.370.842.424,18.370.842.424,4344408180.0,4344408180.0,22134185785.0,-8107751541.0,18370842424.0,18370842424.0
Nợ dài hạn khác đến hạn trả trong vòng 12 tháng,Nợ dài hạn khác đến hạn trả trong vòng 12 tháng,Nợ dài hạn khác đến hạn trả trong vòng 12 tháng,1.525.000.000,1.525.000.000,258.990.000,(1.525.000.000),258.990.000,258.990.000,1525000000.0,1525000000.0,258990000.0,-1525000000.0,258990000.0,258990000.0
,,,3.901.269.718.972,3.901.269.718.972,14.122.010.432.180,(14.138.563.474.497),3.884.716.676.655,3.884.716.676.655,3901269718972.0,3901269718972.0,14122010432180.0,-14138563474497.0,3884716676655.0,3884716676655.0
