row_label_raw,row_label_full,col_0,31/12/2015VND,1/1/2015VNDĐã điều chỉnh lại,numeric__31/12/2015VND,numeric__1/1/2015VNDĐã điều chỉnh lại
Phải thu về cổ phần hóa,Phải thu về cổ phần hóa,Phải thu về cổ phần hóa,6.214.145.701,6.490.327.215,6214145701.0,6490327215.0
Phải thu cổ tức và lợi nhuận được chia,Phải thu cổ tức và lợi nhuận được chia,Phải thu cổ tức và lợi nhuận được chia,303.008.898.091,300.866.750.248,303008898091.0,300866750248.0
Phải thu lãi cho vay,Phải thu lãi cho vay,Phải thu lãi cho vay,57.878.261.322,36.199.286.761,57878261322.0,36199286761.0
Phải thu lãi tiền gửi ngân hàng,Phải thu lãi tiền gửi ngân hàng,Phải thu lãi tiền gửi ngân hàng,9.146.683.835,381.992.957,9146683835.0,381992957.0
Phải thu các khoản tạm ứng,Phải thu các khoản tạm ứng,Phải thu các khoản tạm ứng,18.588.317.187,32.040.343.843,18588317187.0,32040343843.0
"Phải thu cho mượn tài sản, nguyên vật liệu","Phải thu cho mượn tài sản, nguyên vật liệu","Phải thu cho mượn tài sản, nguyên vật liệu",17.379.259.439,12.886.965.561,17379259439.0,12886965561.0
Phải thu người lao động,Phải thu người lao động,Phải thu người lao động,1.354.500.000,2.526.930.162,1354500000.0,2526930162.0
"Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",97.234.000.000,71.720.641.321,97234000000.0,71720641321.0
Các khoản chỉ hộ,Các khoản chỉ hộ,Các khoản chỉ hộ,15.618.412.969,7.574.710.448,15618412969.0,7574710448.0
Phải thu Công ty Cổ phần Đầu tư Phát triển Phong Phú khoản vốn đã góp vào Dự án Đồng Mai,Phải thu Công ty Cổ phần Đầu tư Phát triển Phong Phú khoản vốn đã góp vào Dự án Đồng Mai,Phải thu Công ty Cổ phần Đầu tư Phát triển Phong Phú khoản vốn đã góp vào Dự án Đồng Mai,57.500.000.000,57.500.000.000,57500000000.0,57500000000.0
Đặt cọc tại Ban Quản lý Dự án Khu kinh tế Chân Mây - Lăng Cổ,Đặt cọc tại Ban Quản lý Dự án Khu kinh tế Chân Mây - Lăng Cổ,Đặt cọc tại Ban Quản lý Dự án Khu kinh tế Chân Mây - Lăng Cổ,19.000.000.000,19.000.000.000,19000000000.0,19000000000.0
Phải thu Công ty TNHH Phước Phát tiền chuyển nhượng vốn đầu tư vào Công ty Cổ phần Đầu tư Phong Vân,Phải thu Công ty TNHH Phước Phát tiền chuyển nhượng vốn đầu tư vào Công ty Cổ phần Đầu tư Phong Vân,Phải thu Công ty TNHH Phước Phát tiền chuyển nhượng vốn đầu tư vào Công ty Cổ phần Đầu tư Phong Vân,16.145.000.000,16.145.000.000,16145000000.0,16145000000.0
Phải thu tiền cho thuê đất trong Khu công nghiệp Đệt Ma Phố Nối B,Phải thu tiền cho thuê đất trong Khu công nghiệp Đệt Ma Phố Nối B,Phải thu tiền cho thuê đất trong Khu công nghiệp Đệt Ma Phố Nối B,6.894.350.323,2.475.685.417,6894350323.0,2475685417.0
Phải thu theo hợp đồng hợp tác kinh doanh từ Công ty TNHH Tài Tín,Phải thu theo hợp đồng hợp tác kinh doanh từ Công ty TNHH Tài Tín,Phải thu theo hợp đồng hợp tác kinh doanh từ Công ty TNHH Tài Tín,3.242.551.090,3.242.551.090,3242551090.0,3242551090.0
Phải thu Công ty Cổ phần Giao thông Hồng Lĩnh tiền chuyển nhượng dự án Lê Minh Xuân,Phải thu Công ty Cổ phần Giao thông Hồng Lĩnh tiền chuyển nhượng dự án Lê Minh Xuân,Phải thu Công ty Cổ phần Giao thông Hồng Lĩnh tiền chuyển nhượng dự án Lê Minh Xuân,1.300.000.000,1.300.000.000,1300000000.0,1300000000.0
Phải thu thuế giá trị gia tăng và thuế nhập khẩu được hoàn,Phải thu thuế giá trị gia tăng và thuế nhập khẩu được hoàn,Phải thu thuế giá trị gia tăng và thuế nhập khẩu được hoàn,41.170.983.708,5.188.261.680,41170983708.0,5188261680.0
Phải thu từ tiền phạt hợp đồng,Phải thu từ tiền phạt hợp đồng,Phải thu từ tiền phạt hợp đồng,2.919.583.333,-,2919583333.0,
Phải thu tiền chuyển nhượng tài sản trên đất cho Công ty Cổ phần Sợi Đông Phú,Phải thu tiền chuyển nhượng tài sản trên đất cho Công ty Cổ phần Sợi Đông Phú,Phải thu tiền chuyển nhượng tài sản trên đất cho Công ty Cổ phần Sợi Đông Phú,-,6.980.239.000,,6980239000.0
Phải thu tiền san lắp mặt bằng từ UBND,Phải thu tiền san lắp mặt bằng từ UBND,Phải thu tiền san lắp mặt bằng từ UBND,,,,
Huyện Thăng Bình – Tỉnh Quảng Nam,Phải thu tiền san lắp mặt bằng từ UBND > Huyện Thăng Bình – Tỉnh Quảng Nam,Huyện Thăng Bình – Tỉnh Quảng Nam,-,2.377.507.018,,2377507018.0
Phải thu về hỗ trợ từ nhà cung cấp,Phải thu tiền san lắp mặt bằng từ UBND > Phải thu về hỗ trợ từ nhà cung cấp,Phải thu về hỗ trợ từ nhà cung cấp,-,24.750.378.756,,24750378756.0
Phải thu khác,Phải thu tiền san lắp mặt bằng từ UBND > Phải thu khác,Phải thu khác,59.018.848.188,29.159.278.306,59018848188.0,29159278306.0
,,,733.613.795.186,638.806.849.783,733613795186.0,638806849783.0
