row_label_raw,row_label_full,Số dư đầu năm > Tăng trong năm,31/12/2015VND > 576.625.489.809 > 1.788.666.441.645,2014VND > 538.131.179.498 > 586.922.430.783,numeric__31/12/2015VND > 576.625.489.809 > 1.788.666.441.645,numeric__2014VND > 538.131.179.498 > 586.922.430.783
Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,(599.105.416.063),(582.582.364.384),-599105416063.0,-582582364384.0
Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,(221.250.000),-,-221250000.0,
Chuyển (sang)/từ chi phí trả trước dài hạn,Chuyển (sang)/từ chi phí trả trước dài hạn,Chuyển (sang)/từ chi phí trả trước dài hạn,(45.074.818.401),13.715.191.498,-45074818401.0,13715191498.0
Tăng do hợp nhất công ty con mới,Tăng do hợp nhất công ty con mới,Tăng do hợp nhất công ty con mới,-,23.981.177.226,,23981177226.0
Giảm do mất quyền kiểm soát tại các công ty con,Giảm do mất quyền kiểm soát tại các công ty con,Giảm do mất quyền kiểm soát tại các công ty con,(127.727.285.278),-,-127727285278.0,
Thanh lý,Thanh lý,Thanh lý,(4.873.854.846),(3.542.124.812),-4873854846.0,-3542124812.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,1.588.289.306.866,576.625.489.809,1588289306866.0,576625489809.0
