row_label_raw,row_label_full,STT,Tên đơn vị,numeric__Tên đơn vị
1,1,1,Công ty CP Tài chính Đệt May,
2,2,2,Công ty TNHH MTV Thương Mại Thời Trang Đệt May Việt Nam,
3,3,3,Công ty CP Phát triển Hạ tầng Công nghiệp và Sân xuất Kinh doanh Đệt May Việt Nam,
4,4,4,Công ty CP Đầu tư Ngôi sao Gia Định,
5,5,5,Công ty CP Đầu tư và Xây dựng Vinatex,
6,6,6,Công ty CP Đô thị Đệt May Nam Định,
