row_label_raw,row_label_full,col_0,Thuế suất,31/12/2015VND,1/1/2015VND,numeric__Thuế suất,numeric__31/12/2015VND,numeric__1/1/2015VND
Tài sản thuế thu nhập hoãn lại:,Tài sản thuế thu nhập hoãn lại:,Tài sản thuế thu nhập hoãn lại:,Tài sản thuế thu nhập hoãn lại:,Tài sản thuế thu nhập hoãn lại:,Tài sản thuế thu nhập hoãn lại:,,,
Tài sản cố định,Tài sản thuế thu nhập hoãn lại: > Tài sản cố định,Tài sản cố định,20% - 22%,8.941.954.844,6.686.339.435,,8941954844.0,6686339435.0
Các khoản mục khác,Tài sản thuế thu nhập hoãn lại: > Các khoản mục khác,Các khoản mục khác,20% - 22%,3.876.703.689,16.921.016.052,,3876703689.0,16921016052.0
Tổng tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại: > Tổng tài sản thuế thu nhập hoãn lại,Tổng tài sản thuế thu nhập hoãn lại,,12.818.658.533,23.607.355.487,,12818658533.0,23607355487.0
Thuế thu nhập hoãn lại phải trả:,Thuế thu nhập hoãn lại phải trả:,Thuế thu nhập hoãn lại phải trả:,Thuế thu nhập hoãn lại phải trả:,Thuế thu nhập hoãn lại phải trả:,Thuế thu nhập hoãn lại phải trả:,,,
"Phải thu tiền đến bù, giải tỏa mặt bằng","Thuế thu nhập hoãn lại phải trả: > Phải thu tiền đến bù, giải tỏa mặt bằng","Phải thu tiền đến bù, giải tỏa mặt bằng",20% - 22%,23.864.518.959,26.250.970.855,,23864518959.0,26250970855.0
Các khoản mục khác,Thuế thu nhập hoãn lại phải trả: > Các khoản mục khác,Các khoản mục khác,20% - 22%,22.142.925.497,-,,22142925497.0,
Tổng thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả: > Tổng thuế thu nhập hoãn lại phải trả,Tổng thuế thu nhập hoãn lại phải trả,,46.007.444.456,26.250.970.855,,46007444456.0,26250970855.0
