row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị,31/12/2025 > Số có khả năng trả nợ,01/01/2025 > Giá trị,01/01/2025 > Số có khả năng trả nợ,numeric__31/12/2025 > Giá trị,numeric__31/12/2025 > Số có khả năng trả nợ,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,,,,
Bên liên quan,Bên liên quan,Bên liên quan,255.262.516,255.262.516,2.102.418.163,2.102.418.163,255262516.0,255262516.0,2102418163.0,2102418163.0
- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,-,-,1.867.850.023,1.867.850.023,,,1867850023.0,1867850023.0
- Công ty TNHH MTV Sân Golf Palm Sông Bé,- Công ty TNHH MTV Sân Golf Palm Sông Bé,- Công ty TNHH MTV Sân Golf Palm Sông Bé,194.692.672,194.692.672,165.890.380,165.890.380,194692672.0,194692672.0,165890380.0,165890380.0
- Công ty CP Thương mại Tổng hợp Thuận An,- Công ty CP Thương mại Tổng hợp Thuận An,- Công ty CP Thương mại Tổng hợp Thuận An,48.740.020,48.740.020,57.317.760,57.317.760,48740020.0,48740020.0,57317760.0,57317760.0
- Công ty CP Phát triển Phú Mỹ,- Công ty CP Phát triển Phú Mỹ,- Công ty CP Phát triển Phú Mỹ,11.829.824,11.829.824,11.360.000,11.360.000,11829824.0,11829824.0,11360000.0,11360000.0
Bên khác,Bên khác,Bên khác,841.933.438,841.933.438,526.774.912,526.774.912,841933438.0,841933438.0,526774912.0,526774912.0
- Công ty Luật TNHH Đông Phương Luật,- Công ty Luật TNHH Đông Phương Luật,- Công ty Luật TNHH Đông Phương Luật,436.800.000,436.800.000,-,-,436800000.0,436800000.0,,
- Phải trả các đối tượng khác,- Phải trả các đối tượng khác,- Phải trả các đối tượng khác,405.133.438,405.133.438,526.774.912,526.774.912,405133438.0,405133438.0,526774912.0,526774912.0
,,,1.097.195.954,1.097.195.954,2.629.193.075,2.629.193.075,1097195954.0,1097195954.0,2629193075.0,2629193075.0
