row_label_raw,row_label_full,col_0,Năm 2025,Năm 2024,numeric__Năm 2025,numeric__Năm 2024
,,,VND,VND,,
Tổng lợi nhuận kế toán trước thuế TNDN,Tổng lợi nhuận kế toán trước thuế TNDN,Tổng lợi nhuận kế toán trước thuế TNDN,56.433.878.280,51.713.623.433,56433878280.0,51713623433.0
Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,103.162.823.256,1.078.669.599,103162823256.0,1078669599.0
- Chi phí không hợp lý hợp lệ,- Chi phí không hợp lý hợp lệ,- Chi phí không hợp lý hợp lệ,6.970.776.496,1.078.669.599,6970776496.0,1078669599.0
- Các khoản điều chỉnh tăng khác,- Các khoản điều chỉnh tăng khác,- Các khoản điều chỉnh tăng khác,9.429.458.362,-,9429458362.0,
- Chênh lệch dự phòng đầu tư tài chính giữa chi phí kế toán và chi phí thuế,- Chênh lệch dự phòng đầu tư tài chính giữa chi phí kế toán và chi phí thuế,- Chênh lệch dự phòng đầu tư tài chính giữa chi phí kế toán và chi phí thuế,86.761.731.605,-,86761731605.0,
- Lỗ chênh lệch tỷ giá cuối năm,- Lỗ chênh lệch tỷ giá cuối năm,- Lỗ chênh lệch tỷ giá cuối năm,856.793,-,856793.0,
Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,(210.628.324.569),(159.663.883.588),-210628324569.0,-159663883588.0
- Lãi chênh lệch tỷ giá cuối năm,- Lãi chênh lệch tỷ giá cuối năm,- Lãi chênh lệch tỷ giá cuối năm,-,(23.229.999),,-23229999.0
- Có tức lợi nhuận được chia,- Có tức lợi nhuận được chia,- Có tức lợi nhuận được chia,(210.628.324.569),(159.640.653.589),-210628324569.0,-159640653589.0
Thu nhập chịu thuế thu nhập doanh nghiệp,Thu nhập chịu thuế thu nhập doanh nghiệp,Thu nhập chịu thuế thu nhập doanh nghiệp,(51.031.623.033),(106.871.590.556),-51031623033.0,-106871590556.0
Chi phí thuế TNDN hiện hành (thuế suất 20%),Chi phí thuế TNDN hiện hành (thuế suất 20%),Chi phí thuế TNDN hiện hành (thuế suất 20%),-,-,,
Thuế TNDN phải nộp đầu năm,Chi phí thuế TNDN hiện hành (thuế suất 20%) > Thuế TNDN phải nộp đầu năm,Thuế TNDN phải nộp đầu năm,(17.729.895.143),(17.729.895.143),-17729895143.0,-17729895143.0
Thuế TNDN đã nộp trong năm,Thuế TNDN đã nộp trong năm,Thuế TNDN đã nộp trong năm,-,-,,
Thuế TNDN phải nộp cuối năm,Thuế TNDN đã nộp trong năm > Thuế TNDN phải nộp cuối năm,Thuế TNDN phải nộp cuối năm,(17.729.895.143),(17.729.895.143),-17729895143.0,-17729895143.0
