row_label_raw,row_label_full,col_0,Chức vụ,Năm 2025,Năm 2024,numeric__Chức vụ,numeric__Năm 2025,numeric__Năm 2024
"Thu nhập, thù lao","Thu nhập, thù lao","Thu nhập, thù lao",,VND,VND,,,
Ông Nguyễn An Định,"Thu nhập, thù lao > Ông Nguyễn An Định",Ông Nguyễn An Định,Chủ tịch HĐQT,1.591.445.012,1.220.111.111,,1591445012.0,1220111111.0
Ông Trần Hồng Khôi,"Thu nhập, thù lao > Ông Trần Hồng Khôi",Ông Trần Hồng Khôi,Thành viên HĐQT,182.823.529,140.111.111,,182823529.0,140111111.0
Ông Trần Việt Anh,"Thu nhập, thù lao > Ông Trần Việt Anh",Ông Trần Việt Anh,Thành viên HĐQT,182.823.529,140.111.111,,182823529.0,140111111.0
Ông Nguyễn Văn Thiền,"Thu nhập, thù lao > Ông Nguyễn Văn Thiền",Ông Nguyễn Văn Thiền,Thành viên HĐQT,182.823.529,140.111.111,,182823529.0,140111111.0
Ông Mai Hữu Tín,"Thu nhập, thù lao > Ông Mai Hữu Tín",Ông Mai Hữu Tín,Thành viên HĐQT,182.823.529,140.111.111,,182823529.0,140111111.0
Ông Nguyễn Văn Hiền Phúc,"Thu nhập, thù lao > Ông Nguyễn Văn Hiền Phúc",Ông Nguyễn Văn Hiền Phúc,Thành viên HĐQT,121.882.353,-,,121882353.0,
Ông Lê Trọng Nghĩa,"Thu nhập, thù lao > Ông Lê Trọng Nghĩa",Ông Lê Trọng Nghĩa,Thành viên HĐQT Tổng Giám đốc,1.283.693.094,980.111.111,,1283693094.0,980111111.0
Ông Huỳnh Hữu Hùng,"Thu nhập, thù lao > Ông Huỳnh Hữu Hùng",Ông Huỳnh Hữu Hùng,Phó Tổng Giám đốc (Từ ngày 01/06/2025),997.960.870,-,,997960870.0,
Ông Nguyễn Ngọc Trường Long,"Thu nhập, thù lao > Ông Nguyễn Ngọc Trường Long",Ông Nguyễn Ngọc Trường Long,Trường Ban kiểm soát,182.823.529,140.111.111,,182823529.0,140111111.0
Ông Lê Văn Minh,"Thu nhập, thù lao > Ông Lê Văn Minh",Ông Lê Văn Minh,Thành viên Ban kiểm soát,127.976.471,140.111.111,,127976471.0,140111111.0
Ông Cao Hoàng Đề,"Thu nhập, thù lao > Ông Cao Hoàng Đề",Ông Cao Hoàng Đề,Thành viên Ban kiểm soát,127.976.471,140.111.111,,127976471.0,140111111.0
Bà Trần Thị Tuyết Nga,"Thu nhập, thù lao > Bà Trần Thị Tuyết Nga",Bà Trần Thị Tuyết Nga,Thành viên Ban kiểm soát,85.317.648,-,,85317648.0,
Bà Nguyễn Thị Kim Phượng,"Thu nhập, thù lao > Bà Nguyễn Thị Kim Phượng",Bà Nguyễn Thị Kim Phượng,Kế toán trưởng,915.943.478,672.000.000,,915943478.0,672000000.0
