row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuống,Trên 1 nămđến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 nămtrở xuống,numeric__Trên 1 nămđến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2025,Tại ngày 31/12/2025,Tại ngày 31/12/2025,Tại ngày 31/12/2025,Tại ngày 31/12/2025,Tại ngày 31/12/2025,Tại ngày 31/12/2025,,,,
Tiền và các khoản tương đương tiền,Tại ngày 31/12/2025 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,32.770.743.107,-,-,32.770.743.107,32770743107.0,,,32770743107.0
"Phải thu khách hàng, phải thu khác","Tại ngày 31/12/2025 > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",350.349.070.468,820.204.378.566,-,1.170.553.449.034,350349070468.0,820204378566.0,,1170553449034.0
Các khoản cho vay,Tại ngày 31/12/2025 > Các khoản cho vay,Các khoản cho vay,102.273.972.953,9.896.049.652,-,112.170.022.605,102273972953.0,9896049652.0,,112170022605.0
,,,485.393.786.528,830.100.428.218,-,1.315.494.214.746,485393786528.0,830100428218.0,,1315494214746.0
Tại ngày 01/01/2025,Tại ngày 01/01/2025,Tại ngày 01/01/2025,Tại ngày 01/01/2025,Tại ngày 01/01/2025,Tại ngày 01/01/2025,Tại ngày 01/01/2025,,,,
Tiền và các khoản tương đương tiền,Tại ngày 01/01/2025 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,47.747.570.082,-,-,47.747.570.082,47747570082.0,,,47747570082.0
"Phải thu khách hàng, phải thu khác","Tại ngày 01/01/2025 > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",307.598.074.329,890.886.028.663,-,1.198.484.102.992,307598074329.0,890886028663.0,,1198484102992.0
Các khoản cho vay,Tại ngày 01/01/2025 > Các khoản cho vay,Các khoản cho vay,75.142.971.443,9.896.049.652,-,85.039.021.095,75142971443.0,9896049652.0,,85039021095.0
,,,430.488.615.854,900.782.078.315,-,1.331.270.694.169,430488615854.0,900782078315.0,,1331270694169.0
