row_label_raw,row_label_full,col_0,Số tiền,numeric__Số tiền
,,,VND,
Trích quỹ đầu tư phát triển,Trích quỹ đầu tư phát triển,Trích quỹ đầu tư phát triển,2.585.681.172,2585681172.0
Trích quỹ khen thưởng phúc lợi,Trích quỹ khen thưởng phúc lợi,Trích quỹ khen thưởng phúc lợi,2.585.681.172,2585681172.0
Trích quỹ thưởng ban điều hành (Đã tạm trích năm 2024),Trích quỹ thưởng ban điều hành (Đã tạm trích năm 2024),Trích quỹ thưởng ban điều hành (Đã tạm trích năm 2024),216.000.000,216000000.0
"Trích thù lao HĐQT, BKS, Thư ký Tổng Công ty","Trích thù lao HĐQT, BKS, Thư ký Tổng Công ty","Trích thù lao HĐQT, BKS, Thư ký Tổng Công ty",1.900.800.000,1900800000.0
Chi trả cổ tức 3%/vốn điều lệ (tương ứng mỗi cổ phần nhận 300 VND),Chi trả cổ tức 3%/vốn điều lệ (tương ứng mỗi cổ phần nhận 300 VND),Chi trả cổ tức 3%/vốn điều lệ (tương ứng mỗi cổ phần nhận 300 VND),90.000.000.000,90000000000.0
