row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,371.872.035.201,376.792.254.854,371872035201.0,376792254854.0
Thuế TNDN theo thuế suất áp dụng cho Tổng,Thuế TNDN theo thuế suất áp dụng cho Tổng,Thuế TNDN theo thuế suất áp dụng cho Tổng,Thuế TNDN theo thuế suất áp dụng cho Tổng,Thuế TNDN theo thuế suất áp dụng cho Tổng,,
Công ty và các công ty con,Thuế TNDN theo thuế suất áp dụng cho Tổng > Công ty và các công ty con,Công ty và các công ty con,69.902.115.168,71.547.611.678,69902115168.0,71547611678.0
- Thuế suất 20%,Thuế TNDN theo thuế suất áp dụng cho Tổng > - Thuế suất 20%,- Thuế suất 20%,66.324.688.155,68.040.908.368,66324688155.0,68040908368.0
- Thuế suất 15%,Thuế TNDN theo thuế suất áp dụng cho Tổng > - Thuế suất 15%,- Thuế suất 15%,2.398.696.224,2.363.475.985,2398696224.0,2363475985.0
- Thuế suất 10%,Thuế TNDN theo thuế suất áp dụng cho Tổng > - Thuế suất 10%,- Thuế suất 10%,1.178.730.788,1.143.227.325,1178730788.0,1143227325.0
Các khoản điều chỉnh tăng/(giảm):,Các khoản điều chỉnh tăng/(giảm):,Các khoản điều chỉnh tăng/(giảm):,Các khoản điều chỉnh tăng/(giảm):,Các khoản điều chỉnh tăng/(giảm):,,
Chi phí không được khấu trừ thuế,Các khoản điều chỉnh tăng/(giảm): > Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,3.190.746.054,3.960.064.420,3190746054.0,3960064420.0
Ảnh hưởng của các điều chỉnh hợp nhất,Các khoản điều chỉnh tăng/(giảm): > Ảnh hưởng của các điều chỉnh hợp nhất,Ảnh hưởng của các điều chỉnh hợp nhất,(31.037.238.721),(59.648.031.097),-31037238721.0,-59648031097.0
Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN,Các khoản điều chỉnh tăng/(giảm): > Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN,Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN,(417.614.112),(1.125.868.737),-417614112.0,-1125868737.0
Chênh lệch tỷ giá chưa thực hiện do đánh giá lại tiền và các khoản phải thu,Các khoản điều chỉnh tăng/(giảm): > Chênh lệch tỷ giá chưa thực hiện do đánh giá lại tiền và các khoản phải thu,Chênh lệch tỷ giá chưa thực hiện do đánh giá lại tiền và các khoản phải thu,146.003.654,(507.510.660),146003654.0,-507510660.0
Thuế TNDN trích thiếu trong các năm trước,Các khoản điều chỉnh tăng/(giảm): > Thuế TNDN trích thiếu trong các năm trước,Thuế TNDN trích thiếu trong các năm trước,890.001.809,1.353.809.529,890001809.0,1353809529.0
Lỗ năm trước chuyển sang,Các khoản điều chỉnh tăng/(giảm): > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,(2.457.680.622),(416.348.892),-2457680622.0,-416348892.0
Chi phí lãi vay không được trừ theo Nghị định 132/2020/NĐ-CP,Các khoản điều chỉnh tăng/(giảm): > Chi phí lãi vay không được trừ theo Nghị định 132/2020/NĐ-CP,Chi phí lãi vay không được trừ theo Nghị định 132/2020/NĐ-CP,-,655.150.004,,655150004.0
Tài sản thuế thu nhập hoãn lại liên quan đến lỗ tính thuế trong năm chưa được ghi nhận,Các khoản điều chỉnh tăng/(giảm): > Tài sản thuế thu nhập hoãn lại liên quan đến lỗ tính thuế trong năm chưa được ghi nhận,Tài sản thuế thu nhập hoãn lại liên quan đến lỗ tính thuế trong năm chưa được ghi nhận,324.519.137,3.304.972.548,324519137.0,3304972548.0
Sử dụng chi phí lãi vay không được trừ năm trước chuyển sang,Các khoản điều chỉnh tăng/(giảm): > Sử dụng chi phí lãi vay không được trừ năm trước chuyển sang,Sử dụng chi phí lãi vay không được trừ năm trước chuyển sang,(163.977.078),-,-163977078.0,
Chi phí thuế TNDN,Các khoản điều chỉnh tăng/(giảm): > Chi phí thuế TNDN,Chi phí thuế TNDN,40.376.875.288,19.123.848.793,40376875288.0,19123848793.0
