row_label_raw,row_label_full,col_0,Bàng cân đối kế toán hợp nhất,Bàng cân đối kế toán hợp nhất_1,Báo cáo kết quả hoạt động kinh doanh hợp nhất,Báo cáo kết quả hoạt động kinh doanh hợp nhất_1,numeric__Bàng cân đối kế toán hợp nhất,numeric__Bàng cân đối kế toán hợp nhất_1,numeric__Báo cáo kết quả hoạt động kinh doanh hợp nhất,numeric__Báo cáo kết quả hoạt động kinh doanh hợp nhất_1
,,,Số cuối năm,Số đầu năm,Năm nay,Năm trước,,,,
Tài sản thuế thu nhập hoãn lạiThuế TNDN hoãn lại đối với chênh lệch đánh giá lại tài sảnLợi nhuận hợp nhất chưa thực hiện trong năm,Tài sản thuế thu nhập hoãn lạiThuế TNDN hoãn lại đối với chênh lệch đánh giá lại tài sảnLợi nhuận hợp nhất chưa thực hiện trong năm,Tài sản thuế thu nhập hoãn lạiThuế TNDN hoãn lại đối với chênh lệch đánh giá lại tài sảnLợi nhuận hợp nhất chưa thực hiện trong năm,3.455.894.1194.150.089.8147.605.983.933,3.864.225.0893.118.580.4816.982.805.570,(408.330.970)1.031.509.333623.178.363,(402.931.188)1.161.144.087758.212.899,3.455894119415009e+29,3.864225089311858e+29,,
Thuế thu nhập hoãn lại phải trảChênh lệch từ các khoản dự phòng đầu tư tài chính và dự phòng nợ phải thu khó đòi,Thuế thu nhập hoãn lại phải trảChênh lệch từ các khoản dự phòng đầu tư tài chính và dự phòng nợ phải thu khó đòi,Thuế thu nhập hoãn lại phải trảChênh lệch từ các khoản dự phòng đầu tư tài chính và dự phòng nợ phải thu khó đòi,13.080.495.05513.080.495.055,19.744.271.82619.744.271.826,6.663.776.7716.663.776.771,(911.917.803)(911.917.803),1.3080495055130806e+21,1.9744271826197443e+21,6.663776771666378e+19,
Chi phí/(thu nhập) thuế thu nhập hoãn lại tỉnh vào kết quả kinh doanh hợp nhất,Chi phí/(thu nhập) thuế thu nhập hoãn lại tỉnh vào kết quả kinh doanh hợp nhất,Chi phí/(thu nhập) thuế thu nhập hoãn lại tỉnh vào kết quả kinh doanh hợp nhất,,,7.286.955.134,(153.704.904),,,7286955134.0,-153704904.0
