row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Dự phòng,Đơn vị tính: VND > Số đầu năm,Đơn vị tính: VND > Số đầu năm_1,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Dự phòng,numeric__Đơn vị tính: VND > Số đầu năm,numeric__Đơn vị tính: VND > Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Hàng đang đi trên đường,Hàng đang đi trên đường,Hàng đang đi trên đường,24.217.788.546,-,8.254.306.907,-,24217788546.0,,8254306907.0,
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",53.099.246.034,(1.482.251.200),83.555.342.408,-,53099246034.0,-1482251200.0,83555342408.0,
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",7.103.377.798,-,1.337.143.899,-,7103377798.0,,1337143899.0,
Chi phí sản xuất kinh doanh dở dang (*),Chi phí sản xuất kinh doanh dở dang (*),Chi phí sản xuất kinh doanh dở dang (*),788.443.333.962,(38.330.876.889),804.262.411.280,(27.879.739.482),788443333962.0,-38330876889.0,804262411280.0,-27879739482.0
Thành phẩm,Thành phẩm,Thành phẩm,38.423.099.256,(2.123.128.501),40.990.229.252,(171.324.618),38423099256.0,-2123128501.0,40990229252.0,-171324618.0
Hàng hóa,Hàng hóa,Hàng hóa,58.733.329.875,(878.425.017),71.806.204.465,(1.460.488.246),58733329875.0,-878425017.0,71806204465.0,-1460488246.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,970.020.175.471,(42.814.681.607),1.010.205.638.211,(29.511.552.346),970020175471.0,-42814681607.0,1010205638211.0,-29511552346.0
