row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Chi phí công cụ, dụng cụ phân bổ","Ngắn hạn > Chi phí công cụ, dụng cụ phân bổ","Chi phí công cụ, dụng cụ phân bổ",721.218.493,629.521.809,721218493.0,629521809.0
Chi phí bảo hiểm,Ngắn hạn > Chi phí bảo hiểm,Chi phí bảo hiểm,365.808.654,422.588.732,365808654.0,422588732.0
Chi phí trả trước ngắn hạn khác,Ngắn hạn > Chi phí trả trước ngắn hạn khác,Chi phí trả trước ngắn hạn khác,1.092.862.374,949.722.375,1092862374.0,949722375.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,2.179.889.521,2.001.832.916,2179889521.0,2001832916.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Tiền thuê đất trả trước,Dài hạn > Tiền thuê đất trả trước,Tiền thuê đất trả trước,35.165.981.367,36.506.189.048,35165981367.0,36506189048.0
Chi phí sửa chữa tài sản cố định,Dài hạn > Chi phí sửa chữa tài sản cố định,Chi phí sửa chữa tài sản cố định,39.748.490.661,12.383.158.663,39748490661.0,12383158663.0
Công cụ dụng cụ phân bổ,Dài hạn > Công cụ dụng cụ phân bổ,Công cụ dụng cụ phân bổ,2.297.002.717,3.019.046.297,2297002717.0,3019046297.0
Chi phí trả trước dài hạn khác,Dài hạn > Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,768.187.469,977.848.615,768187469.0,977848615.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,77.979.662.214,52.886.242.623,77979662214.0,52886242623.0
