row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
"Thu nhập từ tiền đền bù, bồi thường","Thu nhập khác > Thu nhập từ tiền đền bù, bồi thường","Thu nhập từ tiền đền bù, bồi thường",1.575.358.400,6.149.239.524,1575358400.0,6149239524.0
Xử lý khoản đặt cọc thực hiện hợp đồng từ Công ty Cổ phần Sông Đà 1.01,Thu nhập khác > Xử lý khoản đặt cọc thực hiện hợp đồng từ Công ty Cổ phần Sông Đà 1.01,Xử lý khoản đặt cọc thực hiện hợp đồng từ Công ty Cổ phần Sông Đà 1.01,9.790.909.091,-,9790909091.0,
Thu nhập khác,Thu nhập khác > Thu nhập khác,Thu nhập khác,6.422.131.180,3.651.160.046,6422131180.0,3651160046.0
TỔNG CỘNG,Thu nhập khác > TỔNG CỘNG,TỔNG CỘNG,17.788.398.671,9.800.399.570,17788398671.0,9800399570.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
Chi phí khấu hao tài sản cố định dùng hoạt động,Chi phí khác > Chi phí khấu hao tài sản cố định dùng hoạt động,Chi phí khấu hao tài sản cố định dùng hoạt động,3.405.247.932,4.965.673.896,3405247932.0,4965673896.0
Chi phí khác,Chi phí khác > Chi phí khác,Chi phí khác,2.125.921.307,2.455.452.739,2125921307.0,2455452739.0
TỔNG CỘNG,Chi phí khác > TỔNG CỘNG,TỔNG CỘNG,5.531.169.239,7.421.126.635,5531169239.0,7421126635.0
LỢI NHUẬN KHÁC THUẬN,Chi phí khác > LỢI NHUẬN KHÁC THUẬN,LỢI NHUẬN KHÁC THUẬN,12.257.229.432,2.379.272.935,12257229432.0,2379272935.0
