row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng,Công ty liên kết,Doanh thu bán hàng hóa,429.153.489.413,335.805.310.632,,,429153489413.0,335805310632.0
Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng,Công ty liên kết,Doanh thu phí quản lý nội bộ,782.310.000,757.530.000,,,782310000.0,757530000.0
Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng,Công ty liên kết,Thu tiền bán hàng hóa,412.447.186.940,373.713.953.581,,,412447186940.0,373713953581.0
Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng,Công ty liên kết,Thu tiền phí dịch vụ nội bộ,818.132.400,779.868.000,,,818132400.0,779868000.0
Công ty Cổ phần Gỗ lạng Buôn Ma Thuột,Công ty Cổ phần Gỗ lạng Buôn Ma Thuột,Công ty Cổ phần Gỗ lạng Buôn Ma Thuột,Công ty liên kết,Doanh thu bán thành phẩm,10.404.886.979,13.178.033.151,,,10404886979.0,13178033151.0
Công ty Cổ phần Gỗ lạng Buôn Ma Thuột,Công ty Cổ phần Gỗ lạng Buôn Ma Thuột,Công ty Cổ phần Gỗ lạng Buôn Ma Thuột,Công ty liên kết,Thu tiền bán hàng,11.063.751.199,12.846.746.361,,,11063751199.0,12846746361.0
Công ty TNHH Yamaha Motor Việt Nam,Công ty TNHH Yamaha Motor Việt Nam,Công ty TNHH Yamaha Motor Việt Nam,Công ty liên kết,Thu tiền cung cấp dịch vụ,7.779.986.749,6.805.814.161,,,7779986749.0,6805814161.0
Công ty TNHH Yamaha Motor Việt Nam,Công ty TNHH Yamaha Motor Việt Nam,Công ty TNHH Yamaha Motor Việt Nam,Công ty liên kết,Doanh thu dịch vụ,7.027.950.466,6.807.830.848,,,7027950466.0,6807830848.0
Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Cái Lân,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Cái Lân,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Cái Lân,Công ty liên kết,Thu tiền phí dịch vụ nội bộ,1.678.968.000,1.039.824.000,,,1678968000.0,1039824000.0
Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Cái Lân,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Cái Lân,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Cái Lân,Công ty liên kết,Doanh thu phí dịch vụ nội bộ,2.076.140.000,-,,,2076140000.0,
Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Cái Lân,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Cái Lân,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Cái Lân,Công ty liên kết,Góp vốn,121.495.500.000,-,,,121495500000.0,
Công ty Cổ phần Thương mại Lâm sản Hà Nội,Công ty Cổ phần Thương mại Lâm sản Hà Nội,Công ty Cổ phần Thương mại Lâm sản Hà Nội,Công ty liên kết,Trả tiền thuê đất,662.083.434,662.083.434,,,662083434.0,662083434.0
Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật,Công ty liên kết,Thu tiền phí dịch vụ nội bộ,818.132.400,779.868.000,,,818132400.0,779868000.0
Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật,Công ty liên kết,Doanh thu phí dịch vụ nội bộ,782.310.000,757.530.000,,,782310000.0,757530000.0
Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật,Công ty liên kết,Tạm ứng tiền mua gỗ nguyên liệu,-,6.351.250.000,,,,6351250000.0
Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật,Công ty liên kết,Doanh thu cho thuê xe,-,1.269.700.000,,,,1269700000.0
Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật,Công ty liên kết,Doanh thu bán hàng hóa,62.530.819.150,-,,,62530819150.0,
Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật,Công ty liên kết,Hoàn trả tạm ứng tiền gỗ nguyên liệu,8.984.955.580,-,,,8984955580.0,
Công ty TNHH Năng lượng tái tạo Uni-Vinafor Châu Đức,Công ty TNHH Năng lượng tái tạo Uni-Vinafor Châu Đức,Công ty TNHH Năng lượng tái tạo Uni-Vinafor Châu Đức,Công ty liên kết,Góp vốn,-,12.575.291.000,,,,12575291000.0
Công ty Liên doanh Nuôi và Phát Triển Khĩ Việt Nam,Công ty Liên doanh Nuôi và Phát Triển Khĩ Việt Nam,Công ty Liên doanh Nuôi và Phát Triển Khĩ Việt Nam,Công ty liên kết,Doanh thu bán hàng và cung cấp dịch vụ,-,368.098.100,,,,368098100.0
