row_label_raw,row_label_full,Đối tượng,Số cuối năm > Giá gốc,Số cuối năm > Giá trị có thể thu hồi,Đơn vị tính: VND > Số đầu năm > Giá gốc,Đơn vị tính: VND > Số đầu năm > Giá trị có thể thu hồi,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị có thể thu hồi,numeric__Đơn vị tính: VND > Số đầu năm > Giá gốc,numeric__Đơn vị tính: VND > Số đầu năm > Giá trị có thể thu hồi
Công ty Cổ Phần Sông Đà 1.01,Công ty Cổ Phần Sông Đà 1.01,Công ty Cổ Phần Sông Đà 1.01,63.900.000.000,-,-,-,63900000000.0,,,
Các đội thi công và công xưởng chế biến khai thác,Các đội thi công và công xưởng chế biến khai thác,Các đội thi công và công xưởng chế biến khai thác,-,-,17.538.932.881,1.122.102.592,,,17538932881.0,1122102592.0
Công ty TNHH Noble House Home Furnishings Việt Nam,Công ty TNHH Noble House Home Furnishings Việt Nam,Công ty TNHH Noble House Home Furnishings Việt Nam,55.776.878.018,-,53.999.875.518,-,55776878018.0,,53999875518.0,
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,12.724.090.495,1.880.529.862,22.053.631.656,6.525.460.494,12724090495.0,1880529862.0,22053631656.0,6525460494.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,132.400.968.513,1.880.529.862,93.592.440.055,7.647.563.086,132400968513.0,1880529862.0,93592440055.0,7647563086.0
