row_label_raw,row_label_full,Thuế giá trị gia tăng,Số phải thu đầu nămVND > 11.519.304.307,Số phải nộp đầu nămVND > 29.420.250.390,Giảm do thoái vốn tại công ty conVND > (1.545.206.342),Số phải nộp trong nămVND > 626.421.467.647,Số đã thực nộp/ khấu trừ trong nămVND > 634.042.906.595,Số phải thu cuối nămVND > 11.519.359.807,Số phải nộp cuối nămVND > 20.253.660.600,numeric__Số phải thu đầu nămVND > 11.519.304.307,numeric__Số phải nộp đầu nămVND > 29.420.250.390,numeric__Giảm do thoái vốn tại công ty conVND > (1.545.206.342),numeric__Số phải nộp trong nămVND > 626.421.467.647,numeric__Số đã thực nộp/ khấu trừ trong nămVND > 634.042.906.595,numeric__Số phải thu cuối nămVND > 11.519.359.807,numeric__Số phải nộp cuối nămVND > 20.253.660.600
"Thuế xuất khẩu, nhập khẩu","Thuế xuất khẩu, nhập khẩu","Thuế xuất khẩu, nhập khẩu",2.477.136,-,-,3.361.168.761,3.358.691.625,-,-,2477136.0,,,3361168761.0,3358691625.0,,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,4.478.764.664,52.729.377.124,-,185.398.571.895,177.723.063.194,6.122.800.764,62.048.921.925,4478764664.0,52729377124.0,,185398571895.0,177723063194.0,6122800764.0,62048921925.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,2.928.852.832,(20.355.000),20.223.412.889,21.216.047.176,7.276.621,1.923.140.166,,2928852832.0,-20355000.0,20223412889.0,21216047176.0,7276621.0,1923140166.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,-,2.094.187.856,-,15.878.624.676,15.397.304.567,-,2.575.507.965,,2094187856.0,,15878624676.0,15397304567.0,,2575507965.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",-,-,-,12.034.421.042,12.034.421.042,-,-,,,,12034421042.0,12034421042.0,,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,1.000.001,81.271.479,-,3.724.820.085,3.806.091.563,1.000.000,-,1000001.0,81271479.0,,3724820085.0,3806091563.0,1000000.0,
"Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác",-,2.714.687.316,-,8.964.503.435,9.231.418.299,-,2.447.772.452,,2714687316.0,,8964503435.0,9231418299.0,,2447772452.0
,,,16.001.546.108,89.968.626.997,(1.565.561.342),876.006.990.430,876.809.944.061,17.650.437.192,89.249.003.108,16001546108.0,89968626997.0,-1565561342.0,876006990430.0,876809944061.0,17650437192.0,89249003108.0
