row_label_raw,row_label_full,Ngoại tệ các loại,Đơn vị,Số cuối năm,Số đầu năm,numeric__Đơn vị,numeric__Số cuối năm,numeric__Số đầu năm
Đô la Mỹ,Đô la Mỹ,Đô la Mỹ,USD,1.437.433,1.183.305,,1437433.0,1183305.0
Euro,Euro,Euro,EUR,1.462,41.069,,1462.0,41069.0
Đô la Úc,Đô la Úc,Đô la Úc,AUD,577,150,,577.0,150.0
,,,,Số cuối năm,Số đầu năm,,,
Hàng giữ hộ,Hàng giữ hộ,Hàng giữ hộ,,Cái,Cái,,,
Máy biến áp,Hàng giữ hộ > Máy biến áp,Máy biến áp,,163,235,,163.0,235.0
