row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,300,,7.771.052.596.049,11.416.179.720.742,300.0,,7771052596049.0,11416179720742.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,6.458.680.884.042,6.165.114.622.354,310.0,,6458680884042.0,6165114622354.0
1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,311,19,580.776.898.147,1.052.192.064.846,311.0,19.0,580776898147.0,1052192064846.0
2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,20,220.725.681.780,246.176.594.439,312.0,20.0,220725681780.0,246176594439.0
3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,313,21,89.249.003.108,89.968.626.997,313.0,21.0,89249003108.0,89968626997.0
4. Phải trả người lao động,4. Phải trả người lao động,4. Phải trả người lao động,314,,128.095.191.775,83.766.866.498,314.0,,128095191775.0,83766866498.0
5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,315,22,38.495.624.493,61.402.099.246,315.0,22.0,38495624493.0,61402099246.0
6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,318,,19.159.092,-,318.0,,19159092.0,
7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,319,23,938.495.943.804,1.016.080.095.926,319.0,23.0,938495943804.0,1016080095926.0
8. Vay và nợ thuê tài chính ngắn hạn,8. Vay và nợ thuê tài chính ngắn hạn,8. Vay và nợ thuê tài chính ngắn hạn,320,24,4.369.528.999.468,3.505.874.297.985,320.0,24.0,4369528999468.0,3505874297985.0
9. Dự phòng phải trả ngắn hạn,9. Dự phòng phải trả ngắn hạn,9. Dự phòng phải trả ngắn hạn,321,26,74.508.081.339,88.198.811.192,321.0,26.0,74508081339.0,88198811192.0
