row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
"10. Quỹ khen thưởng, phúc lợi","10. Quỹ khen thưởng, phúc lợi","10. Quỹ khen thưởng, phúc lợi",322,,18.786.301.036,21.455.165.225,322.0,,18786301036.0,21455165225.0
II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,330,,1.312.371.712.007,5.251.065.098.388,330.0,,1312371712007.0,5251065098388.0
1. Phải trả người bán dài hạn,1. Phải trả người bán dài hạn,1. Phải trả người bán dài hạn,331,19,-,9.259.078.400,331.0,19.0,,9259078400.0
2. Phải trả dài hạn khác,2. Phải trả dài hạn khác,2. Phải trả dài hạn khác,337,,6.951.694.250,2.172.000.000,337.0,,6951694250.0,2172000000.0
3. Vay và nợ thuê tài chính dài hạn,3. Vay và nợ thuê tài chính dài hạn,3. Vay và nợ thuê tài chính dài hạn,338,25,1.235.643.872.006,5.159.829.973.072,338.0,25.0,1235643872006.0,5159829973072.0
4. Thuế thu nhập hoãn lại phải trả,4. Thuế thu nhập hoãn lại phải trả,4. Thuế thu nhập hoãn lại phải trả,341,27,6.470.160.639,6.451.798.811,341.0,27.0,6470160639.0,6451798811.0
5. Dự phòng phải trả dài hạn,5. Dự phòng phải trả dài hạn,5. Dự phòng phải trả dài hạn,342,26,63.305.985.112,73.352.248.105,342.0,26.0,63305985112.0,73352248105.0
D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,400,,5.951.879.834.915,6.003.443.439.284,400.0,,5951879834915.0,6003443439284.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,28,5.949.513.329.338,6.000.424.392.006,410.0,28.0,5949513329338.0,6000424392006.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,,3.000.000.000.000,3.000.000.000.000,411.0,,3000000000000.0,3000000000000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,3.000.000.000.000,3.000.000.000.000,,,3000000000000.0,3000000000000.0
2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,412,,835.287.500.000,835.287.500.000,412.0,,835287500000.0,835287500000.0
3. Quỹ đầu tư phát triển,3. Quỹ đầu tư phát triển,3. Quỹ đầu tư phát triển,418,,5.000.000.000,5.000.000.000,418.0,,5000000000.0,5000000000.0
4. Quỹ khác thuộc vốn chủ sở hữu,4. Quỹ khác thuộc vốn chủ sở hữu,4. Quỹ khác thuộc vốn chủ sở hữu,420,,536.209.913.991,525.863.463.548,420.0,,536209913991.0,525863463548.0
5. Lợi nhuận sau thuế chưa phân phối,5. Lợi nhuận sau thuế chưa phân phối,5. Lợi nhuận sau thuế chưa phân phối,421,,1.055.499.015.330,919.904.234.036,421.0,,1055499015330.0,919904234036.0
- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,615.088.884.503,369.170.086.575,,,615088884503.0,369170086575.0
- Lợi nhuận sau thuế chưa phân phối năm nay,- Lợi nhuận sau thuế chưa phân phối năm nay,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,440.410.130.827,550.734.147.461,,,440410130827.0,550734147461.0
6. Lợi ích của cổ đông không kiểm soát,6. Lợi ích của cổ đông không kiểm soát,6. Lợi ích của cổ đông không kiểm soát,429,,517.516.900.017,714.369.194.422,429.0,,517516900017.0,714369194422.0
II. Nguồn kinh phí và quỹ khác,II. Nguồn kinh phí và quỹ khác,II. Nguồn kinh phí và quỹ khác,430,,2.366.505.577,3.019.047.278,430.0,,2366505577.0,3019047278.0
1. Nguồn kinh phí đã hình thành tài sản cổ định,1. Nguồn kinh phí đã hình thành tài sản cổ định,1. Nguồn kinh phí đã hình thành tài sản cổ định,432,,2.366.505.577,3.019.047.278,432.0,,2366505577.0,3019047278.0
