row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Doanh thu bán thành phẩm,Doanh thu bán thành phẩm,Doanh thu bán thành phẩm,15.118.349.124.412,13.788.814.245.277,15118349124412.0,13788814245277.0
Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,721.006.015.968,2.008.285.684.719,721006015968.0,2008285684719.0
Doanh thu bán điện,Doanh thu bán điện,Doanh thu bán điện,712.454.432.655,783.667.495.017,712454432655.0,783667495017.0
Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,166.813.372.549,215.085.432.393,166813372549.0,215085432393.0
Doanh thu khác,Doanh thu khác,Doanh thu khác,38.914.186.603,26.970.822.617,38914186603.0,26970822617.0
,,,16.757.537.132.187,16.822.823.680.023,16757537132187.0,16822823680023.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,,
Chiết khấu thương mại,Các khoản giảm trừ doanh thu > Chiết khấu thương mại,Chiết khấu thương mại,145.148.967.724,150.655.634.787,145148967724.0,150655634787.0
Hàng bán bị trả lại,Các khoản giảm trừ doanh thu > Hàng bán bị trả lại,Hàng bán bị trả lại,5.119.637.950,7.432.912.622,5119637950.0,7432912622.0
Giảm giá hàng bán,Các khoản giảm trừ doanh thu > Giảm giá hàng bán,Giảm giá hàng bán,-,62.595.000,,62595000.0
,,,150.268.605.674,158.151.142.409,150268605674.0,158151142409.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ,Các khoản giảm trừ doanh thu > Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,16.607.268.526.513,16.664.672.537.614,16607268526513.0,16664672537614.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu với các bên liên quan(Chi tiết tại Thuyết minh số 38),Trong đó: > Doanh thu với các bên liên quan(Chi tiết tại Thuyết minh số 38),Doanh thu với các bên liên quan(Chi tiết tại Thuyết minh số 38),47.708.834.464,16.617.554.028,47708834464.0,16617554028.0
