row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGẮN HẠN,100,,6.563.191.996.211,7.767.527.023.963,,100.0,,6563191996211.0,7767527023963.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,1.125.181.472.381,709.642.327.664,,110.0,4.0,1125181472381.0,709642327664.0
1.,1.,1.,Tiền,111,,882.133.509.367,564.424.378.349,,111.0,,882133509367.0,564424378349.0
2.,2.,2.,Các khoản tương đương tiền,112,,243.047.963.014,145.217.949.315,,112.0,,243047963014.0,145217949315.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,162.180.043.357,224.520.087.123,,120.0,,162180043357.0,224520087123.0
1.,1.,1.,Chứng khoán kinh doanh,121,5,49.991.114.316,1.610.906.301,,121.0,5.0,49991114316.0,1610906301.0
2.,2.,2.,Đầu tư nằm giữ đến ngày đáo hạn,123,17.1,112.188.929.041,222.909.180.822,,123.0,171.0,112188929041.0,222909180822.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,1.995.722.963.997,2.332.529.988.643,,130.0,,1995722963997.0,2332529988643.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,1.884.000.396.600,1.651.053.396.469,,131.0,6.0,1884000396600.0,1651053396469.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,7,92.912.221.753,536.960.654.004,,132.0,7.0,92912221753.0,536960654004.0
3.,3.,3.,Phải thu về cho vay ngắn hạn,135,8,150.000.000.000,10.000.000.000,,135.0,8.0,150000000000.0,10000000000.0
4.,4.,4.,Phải thu ngắn hạn khác,136,9,102.230.270.270,357.669.879.026,,136.0,9.0,102230270270.0,357669879026.0
5.,5.,5.,Dự phòng phải thu ngắn hạn khó đòi,137,10,(233.419.924.626),(223.153.940.856),,137.0,10.0,-233419924626.0,-223153940856.0
IV.,IV.,IV.,Hàng tồn kho,140,11,3.074.354.439.211,4.360.430.182.967,,140.0,11.0,3074354439211.0,4360430182967.0
1.,1.,1.,Hàng tồn kho,141,,3.113.503.718.437,4.388.737.840.768,,141.0,,3113503718437.0,4388737840768.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,(39.149.279.226),(28.307.657.801),,149.0,,-39149279226.0,-28307657801.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,205.753.077.265,140.404.437.566,,150.0,,205753077265.0,140404437566.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,12,16.805.304.329,18.162.722.306,,151.0,12.0,16805304329.0,18162722306.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,171.297.335.744,106.240.169.152,,152.0,,171297335744.0,106240169152.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,21,17.650.437.192,16.001.546.108,,153.0,21.0,17650437192.0,16001546108.0
