row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,30,16.757.537.132.187,16.822.823.680.023,,1.0,30.0,16757537132187.0,16822823680023.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,30,150.268.605.674,158.151.142.409,,2.0,30.0,150268605674.0,158151142409.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,30,16.607.268.526.513,16.664.672.537.614,,10.0,30.0,16607268526513.0,16664672537614.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ cung cấp,11,31,14.581.337.221.301,14.550.681.716.128,,11.0,31.0,14581337221301.0,14550681716128.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,2.025.931.305.212,2.113.990.821.486,,20.0,,2025931305212.0,2113990821486.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,33,571.666.502.678,840.623.635.551,,21.0,33.0,571666502678.0,840623635551.0
7.,7.,7.,Chi phí tài chính,22,34,901.030.200.655,1.128.443.045.178,,22.0,34.0,901030200655.0,1128443045178.0
,,,- Trong đó: Chi phí lãi vay và chi phí phát hành trái phiếu,23,,575.944.738.472,716.192.111.956,,23.0,,575944738472.0,716192111956.0
8.,8.,8.,Phần lãi trong công ty liên kết,24,17.2,1.120.672.816,19.475.537.739,,24.0,172.0,1120672816.0,19475537739.0
9.,9.,9.,Chi phí bán hàng,25,35,327.729.790.359,348.744.839.303,,25.0,35.0,327729790359.0,348744839303.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,35,420.242.788.855,408.238.567.370,,26.0,35.0,420242788855.0,408238567370.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),30,,949.715.700.837,1.088.663.542.925,,30.0,,949715700837.0,1088663542925.0
12.,12.,12.,Thu nhập khác,31,,23.590.386.729,40.567.570.130,,31.0,,23590386729.0,40567570130.0
13.,13.,13.,Chi phí khác,32,,6.215.893.620,8.877.018.432,,32.0,,6215893620.0,8877018432.0
14.,14.,14.,Lợi nhuận khác (40=31-32),40,,17.374.493.109,31.690.551.698,,40.0,,17374493109.0,31690551698.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,967.090.193.946,1.120.354.094.623,,50.0,,967090193946.0,1120354094623.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,36,184.637.766.680,140.747.641.889,,51.0,36.0,184637766680.0,140747641889.0
17.,17.,17.,(Thu nhập)/chi phí thuế thu nhập doanh nghiệp hoãn lại,52,36,(10.217.439.825),8.001.521.170,,52.0,36.0,-10217439825.0,8001521170.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,792.669.867.091,971.604.931.564,,60.0,,792669867091.0,971604931564.0
,,,Trong đó:,,,,,,,,,
,,,Lợi nhuận sau thuế của Công ty mẹ,61,,745.377.314.586,880.462.911.763,,61.0,,745377314586.0,880462911763.0
,,,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,47.292.552.505,91.142.019.801,,62.0,,47292552505.0,91142019801.0
19.,19.,19.,Lãi cơ bản trên cổ phiếu,70,37,2.485,2.912,,70.0,37.0,2485.0,2912.0
