row_label_raw,row_label_full,STT,Tên công ty con,Nơi thành lập,Tỷ lệ lợi ích,Tỷ lệ biểu quyết,Hoạt động chính,numeric__Tên công ty con,numeric__Nơi thành lập,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ biểu quyết,numeric__Hoạt động chính
1.,1.,1.,"Công ty Cổ phần Dây cáp Điện Việt Nam (""Cadivi"")",Thành phố Hồ Chí Minh,"96,46%","96,46%",Sản xuất kinh doanh dây và cấp điện,,,0.9645999999999999,0.9645999999999999,
2.,2.,2.,"Công ty Cổ phần Chế tạo Điện cơ Hà Nội (""HEM"")",Hà Nội,"76,70%","76,70%","Sản xuất, chế tạo, sửa chữa, kinh doanh động cơ điện và thiết bị điện",,,0.767,0.767,
3.,3.,3.,"Công ty Dây đồng Việt Nam CFT (""CFT"")",Đồng Nai,100%,100%,Sản xuất dây đồng và dây tráng thiếc,,,1.0,1.0,
4.,4.,4.,"Công ty Cổ phần Thiết bị Điện (""THIBIDI"")",Đồng Nai,"98,07%","98,07%","Sản xuất, chế tạo, sửa chữa, kinh doanh động cơ điện và thiết bị điện",,,0.9806999999999999,0.9806999999999999,
5.,5.,5.,"Công ty Cổ phần Thiết bị Đo điện EMIC (""Emic"")",Hà Nội,"74,99%","74,99%","Sản xuất và kinh doanh thiết bị đo điện gồm công tơ điện, đồng hồ Volt-Ampe, máy biến dòng, máy biến áp, tủ điện và các sản phẩm khác",,,0.7498999999999999,0.7498999999999999,
6.,6.,6.,"Công ty TNHH Phát điện GELEX (""Phát điện GELEX"")",Hà Nội,100%,100%,"Quản lý các khoản đầu tư trong lĩnh vực sản xuất, truyền tải và phân phối điện",,,1.0,1.0,
7.,7.,7.,"Công ty Cổ phần Sản xuất Máy biến áp Truyền tải MEE (trước đây là ""Công ty Cổ phần Sản xuất Thiết bị Điện Đông Anh"") (""MEE"")",Hà Nội,"66,79%","66,79%",Sản xuất và kinh doanh máy biến áp,,,0.6679,0.6679,
8.,8.,8.,"Công ty Cổ phần Mua bán điện GELEX (""Mua bán điện"")",Hà Nội,"51,00%","51,00%",Truyền tải và phân phối điện,,,0.51,0.51,
