row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị hợp lý,Số cuối năm > VND,Số đầu năm > Giá gốc,Số đầu năm > Giá trị hợp lý,Số đầu năm > VND,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số cuối năm > VND,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị hợp lý,numeric__Số đầu năm > VND
Công ty Cổ phần Hạ tầng GELEX,Công ty Cổ phần Hạ tầng GELEX,Công ty Cổ phần Hạ tầng GELEX,1.111.361.869.099,(iii),-,1.111.361.869.099,(iii),-,1111361869099.0,,,1111361869099.0,,
Công ty TNHH Năng lượng GELEX,Công ty TNHH Năng lượng GELEX,Công ty TNHH Năng lượng GELEX,127.035.000.000,(iii),(14.632.503.555),-,-,-,127035000000.0,,-14632503555.0,,,
Quảng Trị (i),Quảng Trị (i),Quảng Trị (i),,,,,,,,,,,,
Công ty Cổ phần công nghệ 1080,Quảng Trị (i) > Công ty Cổ phần công nghệ 1080,Công ty Cổ phần công nghệ 1080,5.250.000.000,(iii),-,-,-,-,5250000000.0,,,,,
Ngân hàng TMCP Ngoại thương Việt Nam (ii),Quảng Trị (i) > Ngân hàng TMCP Ngoại thương Việt Nam (ii),Ngân hàng TMCP Ngoại thương Việt Nam (ii),2.178.670.000,5.178.547.000,-,2.178.670.000,5.159.200.000,-,2178670000.0,5178547000.0,,2178670000.0,5159200000.0,
Công ty Cổ phần Công nghệ cao,Quảng Trị (i) > Công ty Cổ phần Công nghệ cao,Công ty Cổ phần Công nghệ cao,1.057.011.301,(iii),-,1.057.011.301,(iii),-,1057011301.0,,,1057011301.0,,
,,,1.246.882.550.400,,(14.632.503.555),1.114.597.550.400,,-,1246882550400.0,,-14632503555.0,1114597550400.0,,
