row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,7.159.740.434.753,9.652.096.136.063,,200.0,,7159740434753.0,9652096136063.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,7.258.539.911,15.111.000.000,,210.0,,7258539911.0,15111000000.0
1.,1.,1.,Phải thu dài hạn của khách hàng,211,,7.167.539.911,-,,211.0,,7167539911.0,
2.,2.,2.,Phải thu về cho vay dài hạn,215,8,-,15.000.000.000,,215.0,8.0,,15000000000.0
3.,3.,3.,Phải thu dài hạn khác,216,,91.000.000,111.000.000,,216.0,,91000000.0,111000000.0
II.,II.,II.,Tài sản cố định,220,,3.460.495.583.375,6.682.659.963.865,,220.0,,3460495583375.0,6682659963865.0
1.,1.,1.,Tài sản cố định hữu hình,221,13,3.380.042.566.756,6.588.973.490.925,,221.0,13.0,3380042566756.0,6588973490925.0
,,,- Nguyên giá,222,,6.578.153.387.235,9.630.097.534.692,,222.0,,6578153387235.0,9630097534692.0
,,,- Giá trị hao mòn lũy kế,223,,(3.198.110.820.479),(3.041.124.043.767),,223.0,,-3198110820479.0,-3041124043767.0
2.,2.,2.,Tài sản cố định vô hình,227,14,80.453.016.619,93.686.472.940,,227.0,14.0,80453016619.0,93686472940.0
,,,- Nguyên giá,228,,140.922.888.119,138.209.973.949,,228.0,,140922888119.0,138209973949.0
,,,- Giá trị hao mòn lũy kế,229,,(60.469.871.500),(44.523.501.009),,229.0,,-60469871500.0,-44523501009.0
III.,III.,III.,Bất động sản đầu tư,230,15,130.231.517.835,139.231.876.837,,230.0,15.0,130231517835.0,139231876837.0
,,,- Nguyên giá,231,,215.774.318.168,215.774.318.168,,231.0,,215774318168.0,215774318168.0
,,,- Giá trị hao mòn lũy kế,232,,(85.542.800.333),(76.542.441.331),,232.0,,-85542800333.0,-76542441331.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,264.461.553.949,171.388.161.698,,240.0,,264461553949.0,171388161698.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,16,264.461.553.949,171.388.161.698,,242.0,16.0,264461553949.0,171388161698.0
V.,V.,V.,Đầu tư tài chính dài hạn,250,,2.653.149.719.113,1.882.150.801.639,,250.0,,2653149719113.0,1882150801639.0
1.,1.,1.,"Đầu tư vào công ty liên doanh, liên kết",252,17.2,1.420.899.672.268,767.553.251.239,,252.0,172.0,1420899672268.0,767553251239.0
2.,2.,2.,Đầu tư góp vốn vào đơn vị khác,253,17.3,1.246.882.550.400,1.114.597.550.400,,253.0,173.0,1246882550400.0,1114597550400.0
3.,3.,3.,Dự phòng đầu tư tài chính dài hạn,254,17.3,(14.632.503.555),-,,254.0,173.0,-14632503555.0,
VI.,VI.,VI.,Tài sản dài hạn khác,260,,644.143.520.570,761.554.332.024,,260.0,,644143520570.0,761554332024.0
1.,1.,1.,Chi phí trả trước dài hạn,261,12,493.522.874.541,591.666.043.239,,261.0,12.0,493522874541.0,591666043239.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,27,26.337.031.849,16.101.230.196,,262.0,27.0,26337031849.0,16101230196.0
3.,3.,3.,Lợi thể thương mại,269,18,124.283.614.180,153.787.058.589,,269.0,18.0,124283614180.0,153787058589.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,13.722.932.430.964,17.419.623.160.026,,270.0,,13722932430964.0,17419623160026.0
