row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị có thể thu hồi (*),Số cuối năm > Dự phòng,Số đầu năm > Giá gốc,Số đầu năm > Giá trị có thể thu hồi (*),Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị có thể thu hồi (*),numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị có thể thu hồi (*),numeric__Số đầu năm > Dự phòng
Công ty Cổ phần Kim loại màu Ngọc Sơn,Công ty Cổ phần Kim loại màu Ngọc Sơn,Công ty Cổ phần Kim loại màu Ngọc Sơn,106.283.046.487,-,106.283.046.487,106.283.046.487,-,106.283.046.487,106283046487.0,,106283046487.0,106283046487.0,,106283046487.0
Công ty Cổ phần Sản xuất Thanh Văn,Công ty Cổ phần Sản xuất Thanh Văn,Công ty Cổ phần Sản xuất Thanh Văn,57.814.174.949,-,57.814.174.949,57.814.174.949,-,57.814.174.949,57814174949.0,,57814174949.0,57814174949.0,,57814174949.0
Các khoản khác,Các khoản khác,Các khoản khác,73.082.328.787,3.759.625.597,69.322.703.190,65.345.168.803,6.288.449.383,59.056.719.420,73082328787.0,3759625597.0,69322703190.0,65345168803.0,6288449383.0,59056719420.0
,,,237.179.550.223,3.759.625.597,233.419.924.626,229.442.390.239,6.288.449.383,223.153.940.856,237179550223.0,3759625597.0,233419924626.0,229442390239.0,6288449383.0,223153940856.0
