row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Phải thu khách hàng,Phải thu khách hàng,Phải thu khách hàng,440.916.790.269,2.569.982.770,440916790269.0,2569982770.0
Công ty Cổ phần Hạ tầng GELEX,Công ty Cổ phần Hạ tầng GELEX,Công ty Cổ phần Hạ tầng GELEX,420.528.062.534,-,420528062534.0,
Tổng Công ty Thiết bị điện Đông Anh - CTCP,Tổng Công ty Thiết bị điện Đông Anh - CTCP,Tổng Công ty Thiết bị điện Đông Anh - CTCP,10.525.836.880,590.663.800,10525836880.0,590663800.0
Công ty Cổ phần GVI,Công ty Cổ phần GVI,Công ty Cổ phần GVI,5.879.176.395,-,5879176395.0,
Công ty TNHH Năng lượng GELEX Quảng Trị,Công ty TNHH Năng lượng GELEX Quảng Trị,Công ty TNHH Năng lượng GELEX Quảng Trị,2.074.833.090,-,2074833090.0,
Công ty TNHH Điện gió Hướng Phùng,Công ty TNHH Điện gió Hướng Phùng,Công ty TNHH Điện gió Hướng Phùng,1.908.881.370,1.908.881.370,1908881370.0,1908881370.0
Công ty Cổ phần Viglacera Tiên Sơn,Công ty Cổ phần Viglacera Tiên Sơn,Công ty Cổ phần Viglacera Tiên Sơn,-,70.437.600,,70437600.0
Trả trước cho người bán,Trả trước cho người bán,Trả trước cho người bán,-,1.076.012.697,,1076012697.0
Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,-,1.048.512.697,,1048512697.0
Công ty Cổ phần Máy tính - Truyền thông - Điều khiển 3C,Công ty Cổ phần Máy tính - Truyền thông - Điều khiển 3C,Công ty Cổ phần Máy tính - Truyền thông - Điều khiển 3C,-,27.500.000,,27500000.0
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,150.000.000.000,-,150000000000.0,
Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,150.000.000.000,-,150000000000.0,
Phải thu khác,Phải thu khác,Phải thu khác,349.315.068,-,349315068.0,
Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,349.315.068,-,349315068.0,
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,168.583.669.391,130.129.107.359,168583669391.0,130129107359.0
Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,150.173.507.565,92.106.174.396,150173507565.0,92106174396.0
Tổng Công ty Thiết bị điện Đông Anh - CTCP,Tổng Công ty Thiết bị điện Đông Anh - CTCP,Tổng Công ty Thiết bị điện Đông Anh - CTCP,18.410.161.826,38.013.562.772,18410161826.0,38013562772.0
Công ty Cổ phần Chứng khoán VIX,Công ty Cổ phần Chứng khoán VIX,Công ty Cổ phần Chứng khoán VIX,-,9.370.191,,9370191.0
Phải trả người bán dài hạn,Phải trả người bán dài hạn,Phải trả người bán dài hạn,-,9.259.078.400,,9259078400.0
Tổng Công ty Thiết bị điện Đông Anh - CTCP,Tổng Công ty Thiết bị điện Đông Anh - CTCP,Tổng Công ty Thiết bị điện Đông Anh - CTCP,-,9.259.078.400,,9259078400.0
Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,8.628.671.199,19.637.257.627,8628671199.0,19637257627.0
Công ty Cổ phần GVI,Công ty Cổ phần GVI,Công ty Cổ phần GVI,8.628.671.199,-,8628671199.0,
Công ty Cổ phần Đầu tư Nước sạch Sông Đà,Công ty Cổ phần Đầu tư Nước sạch Sông Đà,Công ty Cổ phần Đầu tư Nước sạch Sông Đà,-,19.637.257.627,,19637257627.0
Phải trả khác,Phải trả khác,Phải trả khác,2.600.000.003,10.958.904.109,2600000003.0,10958904109.0
Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,2.600.000.003,10.958.904.109,2600000003.0,10958904109.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,88.500.000.000,73.750.000.000,88500000000.0,73750000000.0
Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,88.500.000.000,73.750.000.000,88500000000.0,73750000000.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,372.125.000.000,1.060.625.000.000,372125000000.0,1060625000000.0
Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,372.125.000.000,1.060.625.000.000,372125000000.0,1060625000000.0
Chi phí phải trả,Chi phí phải trả,Chi phí phải trả,-,25.085.729,,25085729.0
Công ty TNHH Điện gió Hướng Phùng,Công ty TNHH Điện gió Hướng Phùng,Công ty TNHH Điện gió Hướng Phùng,-,25.085.729,,25085729.0
