row_label_raw,row_label_full,col_0,col_1,Năm nay,Năm trước,numeric__col_1,numeric__Năm nay,numeric__Năm trước
,,,,VND,VND,,,
Thù lao Hội đồng Quản trị,Thù lao Hội đồng Quản trị,Thù lao Hội đồng Quản trị,Chức vụ,720.000.000,720.000.000,,720000000.0,720000000.0
Nguyễn Văn Tuấn,Nguyễn Văn Tuấn,Nguyễn Văn Tuấn,Chủ tịch HĐQT,240.000.000,240.000.000,,240000000.0,240000000.0
Nguyễn Trọng Trung,Nguyễn Trọng Trung,Nguyễn Trọng Trung,Thành viên HĐQT,120.000.000,80.000.000,,120000000.0,80000000.0
Đỗ Duy Hưng,Đỗ Duy Hưng,Đỗ Duy Hưng,Thành viên HĐQT,120.000.000,120.000.000,,120000000.0,120000000.0
Đặng Phan Tường,Đặng Phan Tường,Đặng Phan Tường,Thành viên HĐQT,120.000.000,120.000.000,,120000000.0,120000000.0
Lê Bá Thọ,Lê Bá Thọ,Lê Bá Thọ,Thành viên HĐQT từ ngày 19 tháng 4 năm 2023,80.000.000,-,,80000000.0,
Nguyễn Trọng Tiểu,Nguyễn Trọng Tiểu,Nguyễn Trọng Tiểu,Thành viên HĐQT đến ngày 19 tháng 4 năm 2023,40.000.000,120.000.000,,40000000.0,120000000.0
Lê Quang Định,Lê Quang Định,Lê Quang Định,Thành viên HĐQT đến ngày 15 tháng 4 năm 2022,-,40.000.000,,,40000000.0
Lương và các khoản thu nhập khác,Lương và các khoản thu nhập khác,Lương và các khoản thu nhập khác,Chức vụ,2.285.000.000,4.880.000.000,,2285000000.0,4880000000.0
Nguyễn Văn Tuấn,Nguyễn Văn Tuấn,Nguyễn Văn Tuấn,Chủ tịch HĐQT,20.000.000,20.000.000,,20000000.0,20000000.0
Đỗ Duy Hưng,Đỗ Duy Hưng,Đỗ Duy Hưng,Thành viên HĐQT,620.000.000,1.520.000.000,,620000000.0,1520000000.0
Đặng Phan Tường,Đặng Phan Tường,Đặng Phan Tường,Thành viên HĐQT,1.025.000.000,1.520.000.000,,1025000000.0,1520000000.0
Lê Bá Thọ,Lê Bá Thọ,Lê Bá Thọ,Thành viên HĐQT từ ngày 19 tháng 4 năm 2023,20.000.000,-,,20000000.0,
Nguyễn Trọng Tiểu,Nguyễn Trọng Tiểu,Nguyễn Trọng Tiểu,Thành viên HĐQT đến ngày 19 tháng 4 năm 2023,600.000.000,1.820.000.000,,600000000.0,1820000000.0
Tổng cộng,Tổng cộng,Tổng cộng,,3.005.000.000,5.600.000.000,,3005000000.0,5600000000.0
