row_label_raw,row_label_full,col_0,CHÌ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHÌ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,LƯU CHUYỄN TIỀN TỪH OẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN TỪH OẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN TỪH OẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN TỪH OẠT ĐỘNG KINH DOANH,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,967.090.193.946,1.120.354.094.623,,1.0,967090193946.0,1120354094623.0
2.,I. > 2.,2.,"Điều chỉnh cho các khoản:Khấu hao tài sản cố định, bắt động sản đầu tư và lợi thế thương mại phân bổ",02,582.175.378.022,632.939.301.567,,2.0,582175378022.0,632939301567.0
2.,I. > 2.,2.,Các khoản dự phòng,03,12.003.115.904,(1.757.789.990),,3.0,12003115904.0,-1757789990.0
2.,I. > 2.,2.,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiên tệ có gốc ngoại tệ,04,7.060.148.810,21.439.299.986,,4.0,7060148810.0,21439299986.0
2.,I. > 2.,2.,Lãi từ hoạt động đầu tư,05,(488.764.200.381),(777.081.913.224),,5.0,-488764200381.0,-777081913224.0
2.,I. > 2.,2.,Chi phí lãi vay và chi phí phát hành trái phiếu,06,575.944.738.472,716.192.111.956,,6.0,575944738472.0,716192111956.0
3.,I. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,1.655.509.374.773,1.712.085.104.918,,8.0,1655509374773.0,1712085104918.0
3.,I. > 3.,3.,Giảm các khoản phải thu,09,942.935.197.836,1.084.929.139.146,,9.0,942935197836.0,1084929139146.0
3.,I. > 3.,3.,Giảm hàng tồn kho,10,1.275.234.122.331,2.404.529.954.652,,10.0,1275234122331.0,2404529954652.0
3.,I. > 3.,3.,"Tăng các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,(760.658.694.568),(2.909.427.131.133),,11.0,-760658694568.0,-2909427131133.0
3.,I. > 3.,3.,Giảm/(tăng) chi phí trả trước,12,44.503.632.003,(6.895.922.702),,12.0,44503632003.0,-6895922702.0
3.,I. > 3.,3.,(Tăng)/giảm chứng khoán kinh doanh,13,(48.380.208.015),221.204.546.129,,13.0,-48380208015.0,221204546129.0
3.,I. > 3.,3.,Tiền lãi vay đã trả,14,(602.187.382.861),(697.465.698.559),,14.0,-602187382861.0,-697465698559.0
3.,I. > 3.,3.,Thuế thu nhập doanh nghiệp đã nộp,15,(177.723.063.194),(140.060.037.612),,15.0,-177723063194.0,-140060037612.0
3.,I. > 3.,3.,Tiền chi khác cho hoạt động kinh doanh,17,(11.521.960.911),(20.901.274.043),,17.0,-11521960911.0,-20901274043.0
3.,I. > 3.,3.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,2.317.711.017.394,1.647.998.680.796,,20.0,2317711017394.0,1647998680796.0
II.,II.,II.,LƯU CHUYỄN TIỀN TỪH OẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỄN TIỀN TỪH OẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỄN TIỀN TỪH OẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỄN TIỀN TỪH OẠT ĐỘNG ĐẦU TƯ,,,,
1.,II. > 1.,1.,"Tiền chi mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,(239.806.739.152),(303.912.410.315),,21.0,-239806739152.0,-303912410315.0
2.,II. > 2.,2.,"Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,3.282.655.346,65.080.839.009,,22.0,3282655346.0,65080839009.0
3.,II. > 3.,3.,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác",23,(315.545.778.356),(422.739.180.822),,23.0,-315545778356.0,-422739180822.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,301.266.030.137,571.865.000.000,,24.0,301266030137.0,571865000000.0
5.,II. > 5.,5.,Tiền chi đầu tư góp vốn vào đơn vị khác,25,(773.279.417.529),(139.408.800.000),,25.0,-773279417529.0,-139408800000.0
6.,II. > 6.,6.,Tiền thu hồi đầu tư vốn vào đơn vị khác,26,840.122.550.412,1.239.663.600.000,,26.0,840122550412.0,1239663600000.0
7.,II. > 7.,7.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,188.261.255.561,250.562.100.485,,27.0,188261255561.0,250562100485.0
7.,II. > 7.,7.,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,4.300.556.419,1.261.111.148.357,,30.0,4300556419.0,1261111148357.0
