row_label_raw,row_label_full,TT,col_1,Tên cổ đông,Số cổ phần theo điều lệ,Tỷ lệ,numeric__col_1,numeric__Tên cổ đông,numeric__Số cổ phần theo điều lệ,numeric__Tỷ lệ
1,1,1,Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,,677.808.500,"99,68%",,,677808500.0,0.9968
2,2,2,Cổ đông khác,,2.191.500,"0,32%",,,2191500.0,0.0032
,,,,Cộng,680.000.000,100%,,,680000000.0,1.0
