row_label_raw,row_label_full,col_0,Từ 15/01/2016đến 31/12/2016(VND),Từ 01/01/2016 đến14/01/2016(VND),numeric__Từ 15/01/2016đến 31/12/2016(VND),numeric__Từ 01/01/2016 đến14/01/2016(VND)
Các khoản khác,Các khoản khác,Các khoản khác,808.218.691,(259.543.637),808218691.0,-259543637.0
Cộng,Cộng,Cộng,808.218.691,(259.543.637),808218691.0,-259543637.0
